Gloss	Belarusian	Bulgarian	Croatian	Czech	Latvian	Lithuanian	Polish	Russian	Slovak	Slovene	Ukrainian
FAMILY_4			pɔ̌rɔdiʦa	rodɪna			ɾɔʥina		rɔdina		rɔdɪnɑ
FAMILY_5										druʒi˨ːna	
FAMILY_6	sʲamʼja							sʲɪmʲaˑ			sʲimjɑ
FAMILY_7						ʃɛʲɪ̯ˑmɑ̂					
FAMILY_8					ɟimɛnɛ						
FAR_1	dalʲɔki	dalɛʧɛn	dǎlɛk	dalɛkiː			dalɛki	dɐlokij	ɟaɫɛkiː		dɑlɛkɪj
FAR_2			dâːʎɲiː								
FAR_3										da˨ːlɛʧ	
FAR_4						tôːlʲɪmɐs					
FAR_5					tɑːls						
FATHER_1		baʃta									
FATHER_2			ɔ̌taʦ	otɛʦ			ɔjʨɛʦ	ɐtʲeˑʦ	ɔtɛʦ		
FATHER_3										o˦ːʧɛ	
FATHER_4	baʦʲka										bɑtʲkɔ
FATHER_5					tæːfs	têːʋɐs					
FAT_(OBESE)_1	tlustɨ	tɫɤst		tlustiː			twustɨ				
FAT_(OBESE)_2			prɛ̌tiɔ								
FAT_(OBESE)_3										de˦ːbɛl	
FAT_(OBESE)_4				tuʧniː					tuʧniː		
FAT_(OBESE)_5								ʒɨˑrnɨj			ʐɪrnɪj
FAT_(OBESE)_6											tɔwstɪj
FAT_(OBESE)_7						riəbʊ̂s					
FAT_(OBESE)_8					brɑŋks						
FAT_(ORGANIC_SUBSTANCE)_1		maznina									
FAT_(ORGANIC_SUBSTANCE)_2			mâːst	omastɛk					masc		
FAT_(ORGANIC_SUBSTANCE)_3			sâlɔ								
FAT_(ORGANIC_SUBSTANCE)_4										ma˨ːst	
FAT_(ORGANIC_SUBSTANCE)_5										maʃʧo˦ːba	
FAT_(ORGANIC_SUBSTANCE)_6				tuk					tuk		
FAT_(ORGANIC_SUBSTANCE)_7	tluʂʈ͡ʂ						twuʂʈ͡ʂ				
FAT_(ORGANIC_SUBSTANCE)_8								ʒɨˑr			ʐɪr
FAT_(ORGANIC_SUBSTANCE)_9					tau̯ki	tɒʊ̯ˑkɐʲɪ̯ˑ					
FAT_(ORGANIC_SUBSTANCE)_10						riəbɐɫɐʲɪ̯ˑ					
FAULT_1	vina	vina		vɪna	vai̯nɑ		vina	vʲinaˑ	vina~prɛvinɛni̯e		prɔwɪnɑ
FAULT_2			krǐːʋɲa								
FAULT_3										kri˨ːʋda	
FAULT_4						kɐɫtěː					
FEAR_(BE_AFRAID)_1	bajatʦa	bɔjasɛɔt	bɔ̌jatisɛ	baːtsɛ			baʨɕɛ̃	bɐjaˑtʲsʲɪ	baːcsa		bɔjɑtɪsʲɑ
FEAR_(BE_AFRAID)_2		straxuvamsɛɔt									
FEAR_(BE_AFRAID)_3										ba˨ːtisɛ	
FEAR_(BE_AFRAID)_4						bʲɪjôːtʲɪ					
FEAR_(BE_AFRAID)_5						bâˑʲɪ̯mʲɪntʲɪs					
FEAR_(BE_AFRAID)_6					bai̯diːtiɛ̯snuɔ̯						
FEATHER_1	pʲarɔ	pɛrɔ	pɛ̌rɔ	pɛro			piuɾɔ	pʲɪrɔˑ	pɛrɔ	pɛrɔ˨ː	pɛrɔ
FEATHER_2						pɫʊ̂nksnɐ					
FEATHER_3					spɑlvɑ						
FEBRUARY_1		fɛvruari	fɛ̂bruaːr		fɛbruɑːris				fɛbruaːr		
FEBRUARY_2			ʋɛ̌ʎaʧa								
FEBRUARY_3										fɛ˨ːbruar	
FEBRUARY_4				uːnor							
FEBRUARY_5	lʲutɨ						lutɨ				lʲutɪj
FEBRUARY_6								fʲɪvraˑl			
FEBRUARY_7						ʋɐsǎrʲɪs					
FEED_1		xranʲa	xrǎːniti								
FEED_2										kə˨rmiti	
FEED_3	karmiʦʲ			krmɪt			kaɾmiʨ	kɐrmʲiˑtʲ	kr̩ːmic		
FEED_4											ɦɔduwɑtɪ~xɑrʈ͡ʂuwɑtɪ
FEED_5						ʃêˑrtʲɪ					
FEED_6					bɑruɔ̯t						
FEEL_(TACTUALLY)_1		usɛʃtam									
FEEL_(TACTUALLY)_2		ʧuvstvuvam						ʧuˑvstvəvətʲ			
FEEL_(TACTUALLY)_3			ɔ̌sjɛʨati								
FEEL_(TACTUALLY)_4										ʧuti˨ːti	
FEEL_(TACTUALLY)_5				ʦiːcɪt					ʦiːtic		
FEEL_(TACTUALLY)_6	adʈ͡ʂuvaʦʲ						ɔtʈ͡ʂuvaʨ		pɔʦicɔvac		vidʈ͡ʂuwɑtɪ
FEEL_(TACTUALLY)_7							ʈ͡ʂuʨ				
FEEL_(TACTUALLY)_8					just~izjust	jʊ̂stʲɪ~jɒʊ̯ˑstʲɪ~pɐjʊ̂stʲɪ					
FENCE_1	aɣarɔdʐa	ɔɡrada	ɔ̂ɡrada						ɔɦrada		ɔɦɔrɔʐɑ
FENCE_2			plɔ̂ːt	plot			pwɔt		pɫɔt		
FENCE_3										ɔɡra˨ːja	
FENCE_4							paɾkan				pɑrkɑn
FENCE_5								zɐbɔˑr			
FENCE_6						tʋorɑ̂					
FENCE_7					ʒuɔ̯ks						
FEVER_1		trɛska									
FEVER_2		tɛmpɛratura						tʲɪmpʲɪrɐtuˑrə			
FEVER_3			ɡrɔ̌zniʦa								
FEVER_4										ʋrɔʧi˨ːna	
FEVER_5	ɣaraʈ͡ʂka			ɦorɛʧka			ɡɔɾɔnʈ͡ʂka		ɦɔruːʧka		ɦɑrʲɑʈ͡ʂkɑ
FEVER_6	lixamanka							lixɐraˑdkə			
FEVER_7					kɑrstums	kɐ̂rˑʃtʲɪs					
FEVER_8					druʣis						
FIFTY_1	pʲadzʲɛsʲat	pɛtdɛsɛt	pɛdɛ̌sɛːt	padɛsaːt			piɛnʥʥɛɕɔnt	pʲɪtʲdʲɪsʲaˑt	pæɟdɛsi̯at		pjɑddɛsʲɑt
FIFTY_2										pɛ˨ːtdɛsɛt	
FIFTY_3						pɛ̂nˑkʲɛsdɛʃʲɪmt					
FIFTY_4					piɛ̯ʣdɛzmit						
FIGHT_1	baraʦʲba	bɔrba	bɔ̌rba					bɐrʲbaˑ			bɔrɔdʲbɑ
FIGHT_2		sraʒɛniɛ									
FIGHT_3			bɔ̂ːj	boj			buj		bɔj		bij
FIGHT_4										bɔ˦j	
FIGHT_5										bɔ˨ːrba	
FIGHT_6							valka				
FIGHT_7						koʋɑ̂					
FIGHT_8					ʦiːɲɑ						
FILL_1	napɔwniʦʲ	napɤɫnʲa	nǎpuniti	naplɲɪt			napɛwniʨ	nɐpɔˑɫnʲitʲ	pɫ̩nic	napɔlni˨ːti	nɑpɔwnɪtɪ
FILL_2					pildiːt~piɛ̯pildiːt	pʲɪ̂ɫdʲiːtʲɪ~prʲɪpʲɪ̂ɫdʲiːtʲɪ					
FILTH_1		kaɫ							kaɫ		
FILTH_2			blâtɔ						bɫatɔ		
FILTH_3										bla˨ːtɔ	
FILTH_4				ʃpiːna							
FILTH_5	brud						bɾut				brud
FILTH_6								ɡrʲaˑsʲ			
FILTH_7						pʊ̂rˑʋɐs					
FILTH_8					dubʎi						
FIND_1		namɛrʲa									
FIND_2			nǎːʨi								
FIND_3										na˨ːjti	
FIND_4	znajsʦi							nəjtʲiˑ	naːjsc		znɑjtɪ
FIND_5				najiːt							
FIND_6							znalɛɕʨ				
FIND_7					rɑst~ɑdrɑst	rɑ̂stʲɪ~sʊrɑ̂stʲɪ					
FINE_OR_THIN_1		fin	fîːn								
FINE_OR_THIN_2		tɤnɤk	tânak								
FINE_OR_THIN_3										dro˦ːbɛn	
FINE_OR_THIN_4				jɛmniː					jɛmniː		
FINE_OR_THIN_5							dɾɔbnɨ				drʲibnɪj
FINE_OR_THIN_6	tɔnki							tɔˑnkij			
FINE_OR_THIN_7					zmɑlks	smʊ̂ɫkʊs					
FINGER_1		prɤst	pr̩̂st	prst					pr̩st		
FINGER_2										pə˨rst	
FINGER_3	palʲɛʦ						palɛʦ	paˑlɪʦ			pɑlɛʦʲ
FINGER_4					pirksts	pʲɪ̂rˑʃtɐs					
FINGERNAIL_1	nɔɣaʦʲ	nɔkɤt	nɔ̂kat	nɛɦɛt				nɔˑɡətʲ	nɛxt		nʲiɦɔtʲ
FINGERNAIL_2										nɔ˨ːxtnaro˦ːki	
FINGERNAIL_3							paznɔkiɛʨ				
FINGERNAIL_4					nɑks	nǎɡɐs					
FINGERNAIL_OR_TOENAIL_1	nɔɣaʦʲ	nɔkɤt	nɔ̂kat	nɛɦɛt				nɔˑɡətʲ	nɛxt		nʲiɦɔtʲ
FINGERNAIL_OR_TOENAIL_2										nɔ˨ːxt	
FINGERNAIL_OR_TOENAIL_3							paznɔkiɛʨ				
FINGERNAIL_OR_TOENAIL_4					nɑks	nǎɡɐs					
FINISH_1		svɤrʃa~zavɤrʃa	sʋř̩ːʃiti								
FINISH_2			dɔʋř̩ːʃiti								
FINISH_3										dɔkɔnʧa˨ːti	
FINISH_4	zakɔnʈ͡ʂɨʦʲ			ukonʧɪt			zakɔɲʈ͡ʂɨʨ	zɐkɔˑnʨitʲ	skɔnʧic		zɑkinʈ͡ʂɪtɪ
FINISH_5					bɛi̯kt~pɑbɛi̯kt	bɐʲɪ̯ˑɡtʲɪ~ʊʒbɐʲɪ̯ˑɡtʲɪ					
FIR_1	jalina	ɛɫa	jɛ̌ːla	jɛdlɛ			jɔdwa	jɛˑl	jɛdʎa		jɑlɪʦʲɑ
FIR_2										xɔ˨ːja	
FIR_3					ɛɡlɛ	ɛ̌ɡɫeː					
FIR_4						kěːnʲɪs					
FIRE_1	aɣɔnʲ	ɔɡɤn		oɦɛɲ			ɔɡiɛɲ	ɐɡɔˑnʲ	ɔɦɛɲ		wɔɦɔnʲ
FIRE_2			ʋâtra								
FIRE_3										o˦ːɡɛn	
FIRE_4					uɡuns	ʊɡnʲɪ̂s					
FIRST_1		prɤf									
FIRST_2	pʲɛrʂɨ	pɤrvi	pr̩̂ːʋiː	prvɲiː			piɛɾfʂɨ	pʲeˑrvɨj	pr̩viː		pɛrʂɪj
FIRST_3										pə˨rʋi	
FIRST_4					pirmai̯s	pʲɪ̂rˑmɐs					
FISH_1	rɨba	riba	rîba	rɪba			ɾɨba	rɨˑbə	riba		rɪbɑ
FISH_2										ri˨ːba	
FISH_3						ʒʊʋʲɪ̂s					
FISH_4					zifs						
FIVE_1	pʲaʦʲ	pɛt	pɛ̂ːt	pjɛt			piɛnʨ	pʲaˑtʲ	pæc		pjɑtʲ
FIVE_2										pɛ˨ːt	
FIVE_3						pɛnkʲɪ̂					
FIVE_4					piɛ̯ʦi						
FLAT_1		ravɛn	rǎːʋan						rɔvniː		
FLAT_2	plɔski	pɫɔsɤk	plɔ̂snat	ploxiː			pwaski	pɫɔˑskij	pɫɔxiː		plɔskɪj
FLAT_3										pla˨ːn	
FLAT_4										plɔ˦sk	
FLAT_5				plaʦatiː							
FLAT_6						ɫěːkʃtɐs~pɫôːkʃʧʲɛs					
FLAT_7					læːzæns~liːʣæns						
FLAVOR_1		mirizma	mîriːs								
FLAVOR_2			ɲûx								
FLAVOR_3										ʋɔ˨ːn	
FLAVOR_4	pax			zaːpax			zapax	zaˑpəx	pax		zɑpɑx
FLAVOR_5				vuːɲɛ			vɔɲ				
FLAVOR_6						kʋǎpɐs					
FLAVOR_7					zmɑkːɑ						
FLEE_1		bʲaɡam						ubʲeˑɡətʲ			
FLEE_2			pɔ̌bjɛʨi								
FLEE_3										bɛʒa˨ːti	
FLEE_4	uʦʲakaʦʲ			utɛːʦt			uʨɛkaʨ		utɛkac		tʲikɑtɪ
FLEE_5					beːkt	bêːɡtʲɪ~sprʊ̂ktʲɪ					
FLIP_1		ɔbɤrna	ɔbř̩nuti							ɔbrni˨ːti	
FLIP_2				obraːcɪt			ɔbɾɔʨiʨ		ɔbraːtic~prɛvraːtic		
FLIP_3	pavʲarnuʦʲ							pəvʲɪrnuˑtʲ			pɔwɛrnutɪ
FLIP_4						krɛʲɪ̯ˑptʲɪ~pɐkrɛʲɪ̯ˑptʲɪ					
FLIP_5					ɑbɡriɛ̯st						
FLOCK_(OF_SHEEP)_1	statak	stadɔ	stâdɔ	staːdo			stadɔ	staˑdə	staːdɔ		stɑdɔ
FLOCK_(OF_SHEEP)_2			kr̩̂ːdɔ								
FLOCK_(OF_SHEEP)_3										ʧrɛ˨ːda	
FLOCK_(OF_SHEEP)_4							tʂɔda				
FLOCK_(OF_SHEEP)_5						bɐndɑ̂					
FLOCK_(OF_SHEEP)_6						kɐʲɪ̯ˑmɛneː					
FLOCK_(OF_SHEEP)_7					ɡɑnɑːmpulks						
FLOOR_1		pɔt	pɔ̂d								
FLOOR_2										pɔ˦d	
FLOOR_3									dɫaːʃka		
FLOOR_4	padlɔɣa			podlaɦa			pɔdwɔɡa		pɔdɫaɦa		pʲidlɔɦɑ
FLOOR_5								pɔˑɫ			
FLOOR_6					ɡriːdɑ	ɡrʲɪ̂nˑdʲiːs					
FLOW_1		tɛka			tɛʦeːt	tɛkêːtʲɪ					tɛktɪ
FLOW_2	ʦʲaʈ͡ʂɨ		tɛ̌ʨi					tʲeˑʨ			
FLOW_3										te˦ːʧi	
FLOW_4				tɛːʦt			ʨɛʦ		ti̯eʦc		
FLOW_5							pwɨnɔnʨ				
FLOWER_1		ʦvɛtɛ						ʦvʲɪtɔˑk			
FLOWER_2	kvʲɛtka		ʦʋîjɛt				kfiat		ɡvɛt		kvitkɑ
FLOWER_3										ʦʋɛtli˨ːʦa	
FLOWER_4				ɡvjɛcɪna					ɡvɛtina		
FLOWER_5						ɡeːɫěː					
FLOWER_6					pucːɛ						
FLOWER_7					ziɛ̯ts						
FLOW_(OF_RIVER)_1		tɛka									
FLOW_(OF_RIVER)_2	litʦa	lɛjasɛ					laʨɕɛ̃	liˑtʲsʲɪ			lɪtɪsʲɑ
FLOW_(OF_RIVER)_3			strǔːjati								
FLOW_(OF_RIVER)_4										li˨ːti	
FLOW_(OF_RIVER)_5				proʊ̯dɪt					pruːdic		
FLOW_(OF_RIVER)_6							pwɨnɔnʨ				
FLOW_(OF_RIVER)_7					liːt	ɫîətʲɪs					
FLOW_(OF_RIVER)_8					bluːst	pɫûːstʲɪ					
FLY_(INSECT)_1	muxa	muxa	mǔxa	moʊ̯xa	muʃːɑ	mʊ̂seː	muxa	muˑxə	muxa		muxɑ
FLY_(INSECT)_2										mu˨ːxa	
FLY_(MOVE_THROUGH_AIR)_1	lʲataʦʲ	lɛtʲa	lɛ̌tjɛti~lijɛ̌tati	lɛːtat	liduɔ̯t		lataʨ~lɛʨɛʨ	lɪtaˑtʲ	ɫɛti̯ec		lʲitɑtɪ
FLY_(MOVE_THROUGH_AIR)_2		xvɤrʧa									
FLY_(MOVE_THROUGH_AIR)_3										lɛ˨ːtati	
FLY_(MOVE_THROUGH_AIR)_4						ɫěːktʲɪ					
FLY_(MOVE_THROUGH_AIR)_5						skrʲɪ̂stʲɪ					
FLY_(MOVE_THROUGH_AIR)_6					lai̯stiɛ̯s						
FOAM_1	pʲɛna	pʲana	pjɛ̂na	pjɛna			piana	pʲeˑnə	pɛna		pʲinɑ
FOAM_2										pɛ˨ːna	
FOAM_3					putːɑs	pʊ̂tos					
FOG_1		mɤɡɫa	mǎɡla		miɡlɑ	mʲɪɡɫɑ̂	mɡwa			mɛɡla˦	
FOG_2									ɦmɫa		
FOG_3				mlɦa							
FOG_4	tuman							tumaˑn			tumɑn
FOG_5						rûːkɐs					
FOOD_1		xrana	xrǎːna								
FOOD_2										ʒiʋi˨ːlɔ	
FOOD_3				strava~potrava					strava~pɔtrava		
FOOD_4							pɔkaɾm				
FOOD_5							pɔʐɨviɛniɛ				
FOOD_6	xarʈ͡ʂ										xɑrʈ͡ʂ
FOOD_7								pʲiˑɕːə			
FOOD_8						pɛ̌nɐs					
FOOD_9						mɐʲɪ̯ˑstɐs					
FOOD_10					bɑriːbɑ						
FOOT_1		krak									
FOOT_2	naɣa	nɔɡa	nɔ̌ɡa	noɦa					nɔɦa		nɔɦɑ
FOOT_3			stɔ̌palɔ				stɔpa	stupnʲaˑ			
FOOT_4										no˦ːɡa	
FOOT_5						peːdɑ̂					
FOOT_6					kɑːjɑ						
FORCE_1		mɔʃt					mɔʦ		mɔʦ		
FORCE_2	sila	siɫa		siːla			ɕiwa	sʲiˑɫə			sɪlɑ
FORCE_3			snǎːɡa								
FORCE_4										si˨ːla	
FORCE_5						jeːɡɑ̂					
FORCE_6					spæːks						
FOREHEAD_1		ʧɛɫɔ	ʧɛ̌lɔ	ʧɛlo			ʈ͡ʂɔwɔ		ʧɛɫɔ		
FOREHEAD_2										ʧe˦ːlɔ	
FOREHEAD_3	lɔb							ɫɔˑp			lɔb
FOREHEAD_4						kɐktɑ̂					
FOREHEAD_5					piɛ̯rɛ						
FOREIGN_1		ʧuʒt									
FOREIGN_2			tûːʥ				ʦuʣɨ		ʦuʣiː		
FOREIGN_3			strân								
FOREIGN_4										tu˨ːj	
FOREIGN_5	ʈ͡ʂuʐɨ			ʦɪziː				ʧuʒɔˑj			ʈ͡ʂuʐɪj
FOREIGN_6							ɔpʦɨ				
FOREIGN_7						sʋɛ̌tʲɪmɐs					
FOREIGN_8					zvɛʃː						
FOREST_1		ɡɔra							ɦɔra		
FOREST_2			ʃûma								
FOREST_3										lɛ˨ːs	
FOREST_4										ɡɔ˦zd	
FOREST_5	lʲɛs			lɛs			las	leˑs	ɫɛs		lʲis
FOREST_6						mʲɪ̂ʃkɐs					
FOREST_7					mɛʃː						
FORGET_1		zabravʲa	zabɔ̌raʋiti								
FORGET_2										pɔza˨ːbiti	
FORGET_3	zabɨʦʲ			zapomiːnat			zapɔmniɛʨ	zɐbɨˑtʲ	zabudnuc		zɑbutɪ
FORGET_4					mirst~ai̯zmirst	ʊʒmʲɪ̂rˑʃtʲɪ					
FORK_1	vidɛlʲɛʦ	viliʦa		vɪdlɪʧka			vidɛlɛʦ		vidɫiʧka		
FORK_2			ʋǐʎuʃka					vʲiˑɫkə			wɪdɛlkɑ
FORK_3										ʋi˨ːliʦɛ	
FORK_4						ʃɐkʊ̂teː					
FORK_5					dɑkʃiɲɑ						
FORMER_1		bivʃ	bîːʋʃiː					bɨˑvʃɨj			
FORMER_2										nɛkda˨ːni	
FORMER_3	bɨlɨ			biːvaliː			bɨwɨ		biːvaɫiː		
FORMER_4											kɔlɪʂnʲij
FORMER_5						bʊ̂ʋæːs					
FORMER_6					bijuʃai̯s						
FORTY_1		ʧɛtiridɛsɛt	ʧɛtr̩dɛ̌sɛt	ʧtɪr̝ɪʦɛt					ʃtiritsac		
FORTY_2										ʃti˨ːridɛsɛt	
FORTY_3							ʈ͡ʂtɛɾʥɛɕʨi				
FORTY_4	sɔrak							sɔˑrək			sɔrɔk
FORTY_5					ʧɛdrdɛzmit	kɛ̌tʊrʲɛsdɛʃʲɪmt					
FORWARD_1	napʲɛrad	naprɛt	nǎpriɛd				napʂut		naprɛt	naprɛ˨ːj	
FORWARD_2				kubr̝ɛdu							
FORWARD_3								vpʲɪrʲot			wpɛrɛd
FORWARD_4						pʲɪrmǐːn					
FORWARD_5					uzbriɛ̯kʃu						
FOR_A_LONG_TIME_1	dɔwɣa	dɤɫɡɔ	dûːɡɔ	dloʊ̯ɦo			dwuɡɔ	dɔˑɫɡə	dɫ̩ɦɔ		dɔwɦɔ
FOR_A_LONG_TIME_2										dɔ˨ːlɡɔ	
FOR_A_LONG_TIME_3					ilɡi	ɪɫɡɐʲɪ̯ˑ					
FOUR_1	ʈ͡ʂatɨrɨ	ʧɛtiri	ʧɛ̌tiri	ʧtɪr̝ɪ	ʧɛdri	kɛtʊrʲɪ̂	ʈ͡ʂtɛɾɨ	ʨɪtɨˑrʲɪ	ʃtiri		ʈ͡ʂɔtɪrɪ
FOUR_2										ʃti˨ːri	
FOX_1	lisa	lisiʦa	lǐsiʦa	lɪʃka			lis	lisaˑ	ɫiːʃka		lɪsɪʦʲɑ
FOX_2										lisi˨ːʦa	
FOX_3					lɑpsɑ	ɫǎpeː					
FREEZE_1	zamʲɛrznuʦʲ	zamrɤzna	smr̩̂znutisɛ	zamrznoʊ̯t			zamaʐnɔnʨ	zɐmʲorznutʲ	zamr̩znuːt		zmɛrznutɪ
FREEZE_2										zmə˨rzniti	
FREEZE_3					sɑsːɑlt	ʊʒʃâˑɫtʲɪ					
FRESH_1	svʲɛʐɨ	svɛʃ	sʋjɛ̂ʒ	zvjɛʒiː			ɕfiɛʐɨ	svʲeˑʒɨj	zvi̯eʒi		sviʐɪj
FRESH_2										sʋɛ˨ːʒ	
FRESH_3						ʃʋiəʒʲɛs					
FRESH_4					zvai̯ks						
FRIDAY_1		pɛtɤk	pɛ̌ːtak	paːtɛk			piɔntɛk		pi̯atɔk		
FRIDAY_2										pɛ˨ːtɛk	
FRIDAY_3	pʲatniʦa							pʲaˑtnʲiʦə			pjɑtnɪʦʲɑ
FRIDAY_4					piɛ̯kddiɛ̯nɑ	pɛnktǎdiənʲɪs					
FRIEND_1		prijatɛɫ	prîjatɛʎ	br̝iːtɛl			pʂɨjaʨɛl		pri̯atɛʎ		prɪjɑtɛlʲ
FRIEND_2										prija˨ːtɛl	
FRIEND_3	druɣ							druˑk			druɦ
FRIEND_4	sʲabar										
FRIEND_5					drau̯ks	drɒʊ̯ˑɡɐs					
FRIEND_6						bʲɪʧʲɪʊ̂lʲɪs					
FRINGE_1		rɤp	rûːb								
FRINGE_2	kraj		krâːj	kraj~okraj			skɾaj~kɾavɛnʨ	krəj	kraj~ɔkraj		krɑj
FRINGE_3										kra˦j	
FRINGE_4						krǎʃtɐs					
FRINGE_5						pɐkrɐʃtǐːs					
FRINGE_6					mɑlɑ~ɑbmɑlɛ						
FROST_1	marɔz	mras	mrâz	mraːs			mɾus	mɐrɔˑs	mraːs		mɔrɔz
FROST_2										zmrza˨ːl	
FROST_3						ʃɐɫnɑ̂					
FROST_4					sɑls						
FRY_1		pɤrʒa	pr̩̂ʒiti						praʒic		
FRY_2			pɛ̌ʨi				piɛʦ		pi̯eʦc		
FRY_3										pe˦ːʧi	
FRY_4	smaʐɨʦʲ			smaʒɪt			smaʐɨʨ	ʒaˑrʲitʲ			smɑʐɪtɪ
FRY_5					ʦɛpt	kɛ̂ptʲɪ~kɛ̌pʲɪntʲɪ					
FRY_6					ʦɛpːinɑːt						
FULL_1		pɤlɛn	pûn								
FULL_2										pɔ˨ːln	
FULL_3	pɔwnɨ			plniː			pɛwnɨ	pɔˑɫnɨj~nɐpɔˑɫnʲɪnnɨj	pɫ̩niː		pɔwnɪj
FULL_4					pilns	pʲɪ̂ɫnɐs					
FUR_1		kɔʒa	kɔ̂ʒa						kɔʒa~kɔʒuʃina		
FUR_2										kə˨rznɔ	
FUR_3				srst							
FUR_4							futɾɔ				xutrɔ
FUR_5	ʂkura							ʃkuˑrə			
FUR_6						kâˑʲɪ̯lʲɪs					
FUR_7					ɑːdɑ						
GAME_1		iɡra	ǐɡra	ɦra			ɡɾa	jɨɡraˑ	ɦra		ɦrɑ
GAME_2										i˨ːɡra	
GAME_3							zabava				
GAME_4	ɣulʲnʲa										
GAME_5						ʒɐʲɪ̯ˑsmɐs~ʒɐʲɪ̯ˑdʲɪ̂mɐs					
GAME_6					ruɔ̯tɑʎɑ						
GAP_1		distanʦija									
GAP_2		razstɔjaniɛ	ɔʦtɔjǎːɲɛ								
GAP_3			rǎzmak								
GAP_4										prɛslɛ˨ːdɛk	
GAP_5				vzdaːlɛnost					vzdi̯aɫɛnɔsc		
GAP_6							ɔtstɛmp				
GAP_7	pramʲɛʐak							prəmʲɪʒuˑtək			prɔmiʐɔk
GAP_8						ɐtstʊ̂mɐs					
GAP_9					ɑtstɑrpɛ						
GATE_1	varɔtɨ	vrata	ʋrǎːta	vrata				vɐrɔˑtə	vraːta		wɔrɔtɑ
GATE_2			kǎpija								
GATE_3										ʋɛli˨ːkaʋra˨ːta	
GATE_4							bɾama				
GATE_5					vɑːrti	ʋɐ̂rˑtɐʲɪ̯ˑ					
GATHER_1	sabraʦʲ	sɤbɛra	sǎbrati	sɛbrat			zɛbɾaʨ	sɐbraˑtʲ	zbi̯erac		zʲibrɑtɪ
GATHER_2										zbra˨ːti	
GATHER_3						rʲɪ̂nˑktʲɪ					
GATHER_4					vɑːkt						
GENTLE_1		nɛʒɛn						nʲeˑʒnɨj	nɛʒniː		
GENTLE_2		krɔtɤk									
GENTLE_3			blâːɡ								
GENTLE_4										la˨ːxɛk	
GENTLE_5				miːrniː							
GENTLE_6							waɡɔdnɨ				lɑɦjidnɪj
GENTLE_7	laskavɨ										
GENTLE_8						ʃʋɛɫnʊ̂s					
GENTLE_9						mʲɪ̂nkʃtɐs					
GENTLE_10					liɛ̯ks						
GET_1		sdɔbijasɛ									
GET_2			dɔ̌biti		dɑbuːt						
GET_3										dɔbi˨ːti	
GET_4	dastaʦʲ			dostat			dɔstaʨ	dɐstaˑtʲ	dɔstac		dʲistɑtɪ
GET_5						ɡâˑʊ̯tʲɪ					
GET_TIRED_1		umɔrʲasɛ	umɔ̌ritisɛ								
GET_TIRED_2										pɛ˨ːʃati	
GET_TIRED_3										utru˨ːditisɛ	
GET_TIRED_4				unavɪtsɛ					unavicsa		
GET_TIRED_5							zmɛnʈ͡ʂɨʨɕɛ̃				
GET_TIRED_6	stamitʦa										wtɔmɪtɪsʲɑ
GET_TIRED_7								ustaˑtʲ			
GET_TIRED_8						nʊʋɐ̂rˑɡtʲɪ~prʲɪʋɐ̂rˑɡtʲɪ					
GET_TIRED_9					nuɔ̯kust						
GIFT_1		dar	dâːr	dar					dar		
GIFT_2	padarunak	pɔdarɤk					pɔdaɾunɛk	pɐdaˑrək			pɔdɑrunɔk
GIFT_3			pɔ̂klɔːn								
GIFT_4										dari˨ːlɔ	
GIFT_5							pɾɛzɛnt				
GIFT_6					dɑːvɑnɑ	doʋɐnɑ̂					
GIRL_1		mɔmiʧɛ									
GIRL_2			djɛ̌ʋɔːjka								
GIRL_3			djɛʋɔ̌jʧiʦa								
GIRL_4										dɛklɛ˦	
GIRL_5										dɛ˨ːkliʦa	
GIRL_6	dzʲawʈ͡ʂɨnka			ɟɛfʧɛ			ʥɛfʈ͡ʂɨŋka		di̯efka		dʲiwʈ͡ʂɪnɑ
GIRL_7								dʲeˑvəʧkə			
GIRL_8						mɛrɡîːteː~mɛrɡâˑʲɪ̯teː					
GIRL_9					mɛi̯ʧɑ~mɛi̯tɛnɛ						
GIRL_10					skucːis						
GIVE_1	daʦʲ	dam	dâti	daːt			daʨ	daˑtʲ	dac		dɑtɪ
GIVE_2										da˨ːti	
GIVE_3					duɔ̯t~pɑduɔ̯t	dûətʲɪ~pɐdûətʲɪ					
GLASS_1	ʂklɔ	stɤkɫɔ	stǎklɔ	sklo			ʂkwɔ	stʲɪkɫɔˑ	skɫɔ		sklɔ
GLASS_2										ste˦ːklɔ	
GLASS_3					stiɡls	stʲɪ̂kɫɐs					
GLUE_(SOMETHING)_1		lɛpʲa~zalɛpʲa	lijɛ̌piti	lɛpɪt					ɫɛpic~naɫɛpic		
GLUE_(SOMETHING)_2										lɛ˨ːpiti	
GLUE_(SOMETHING)_3	klʲɛiʦʲ						klɛiʨ	kleˑjɨtʲ			klɛjitɪ
GLUE_(SOMETHING)_4						lʲɪpdîːtʲɪ					
GLUE_(SOMETHING)_5						klʲɪjûətʲɪ					
GLUE_(SOMETHING)_6					liːmeːt						
GLUE_(SOMETHING)_7					lipːinɑːt						
GO_1		ida									
GO_2		vɤrvʲa									
GO_3			ǐʨi			ɛʲɪ̯ˑtʲɪ					
GO_4										i˨ːti	
GO_5	isʦi						iɕʨ		iːsc		
GO_6				jiːt				jɨdtʲiˑ			jitɪ
GO_7					iɛ̯t						
