Gloss	Aichi	Akita	Aomori	Chiba	Ehime	Fukui	Fukuoka	Fukushima	Gifu	Gunma	Hachijō	Hateruma	Hirara	Hiroshima	Hokkaidō	Hyōgo	Ibaraki	Ikema	Irafu	Ishigaki	Ishikawa	Iwate	Kagawa	Kagoshima	Kanagawa	Kumamoto	Kyōtō	Kōchi	Mie	Miyagi	Miyazaki	Nagano	Nagasaki	Nara	Naze	Niigata	Okayama	Okinawa	Old Japanese	Saga	Saitama	Shiga	Shimane	Shizuoka	Taketomi	Tarama	Tochigi	Tokushima	Tottori	Toyama	Tōkyō	Wakayama	Yamagata	Yamaguchi	Yamanashi	Yonaguni	Ōita	Ōsaka
THAT_15-3													kai					kai	kari																				kare						kari	kal												
THEY_11-1		anoβutodaʤi	anoβutodaʣu		anoʃitora			anoʃitodaʧi						arera	anoçitotaʧi						anoçitora	anoçidaʣu		aɴʃitaʔ					anoçitora											aitaʧi				anoçitoʔʧi				anoçitotaʧi		anoçitotaʧi	anoçitotaʧi				anoçitotaʧi			
THEY_11-2																																							kare																			
THICK_7-1												aʦahaɴ								aʔʦaɴ																			atuʃi																	aʦaɴ		
THINK_40-1	omoː	omou	omoru	omou	omou	omou	omou	omou	omoː	omoː	omoːwa	muɴ	umuː	omoː	omou	omou	omoː	umuː	umuː	ʔumuiɴ	omoː	omou	omou	omoː	omoː	omou	omou	omou	omou	omou	omuː	omoː	omoː	omou	omojuri	omoː	omoː	ʔumuiɴ	ømøβu	omoː	omoː	omou	omoː	omoː	umuːɴ	umuː	omoː	omou	omoː	omoː	omoː	omou	omou	omoː	omoː	ʔumuɴ	omuː	omou
THIN_28-1	uʃuː	uʃie	usue	usuː	usui	usui	usuka	usui	uʃuː	usui	usukja		usɨkaɨ	usui	usui	usui	usue	ʔsukai			usui	usu	usui	uʃi	uʃiː	usuka	usui	usui	usui	usue	usi	usue	usuka	usui		uːse	uʃiː	ʔusuʃeɴ	usuʃi	usuka	usue	usui	oʃiː	usui			usui	usui	usui	uʔsui	usui	usui	uʔʃi	uʃiː	usui	çiʦaɴ	usiː	usui
THIN_28-2												psɨʃahaɴ							psɨsɨkal	psɨʃi̥saːɴ															çiʃiːʃaɴ										pisaɴ	piʔsaːl												
THIS_78-1		kore	koe	kore	kore	kore	kore	kore		kore	koi		kui	kore	kore	koe	kore	kui	kuri		kore	kore	kore	koi	kore	koru	kore	kore	kore	koeʣu	kore	kore	koi	kore	kurɨ	kore	kore	βuri	køre	koi	kore	kore	keː	kore	kuri	kul	kore	kore	kore	koru	kore	kore	kore	kore	kore		koitu	kore
THIS_78-2	køːʦu								køːʦu																																																	
THOUSAND_97-1																																							ʧi																			
THOU_132-1																																							nare																			
THREE_190-1	miʔʦu	miʔʧi	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	mɨːʦɨ	mɨːʦɨ	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦɨ	mɨːʦɨ	miːʦɨ	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔtu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦɨ	miʔʦu	miʔʦu	miːʧi	mi	miʔʦu	miʔʦu	miʔʦu	meʔʧi	miʔʦu	miːʧi	mɨːʦɨ	miʔʦu	miʔʦu	miʔʦu	meʔʦu	miʔʦu	miʔʦu	miʔʧi	miʔʦu	miʔʦu	miʧi	miʔtu	miʔʦu
THROW_128-1	naɡeru	naŋeru	naŋeru	naɡeru	naɡeru		naɡuru	naŋeru	naŋeru	naɡeru	naŋeru	naɴɡiruɴ			naŋeru		buɴnaŋeru			naɴɡiruɴ	naŋeru	naŋeru		naɡuʔ		naɡuru				naŋeru	naɡuru	naŋeru	naɡuru		naɡjuɴ			naɡiːɴ	naɡu	naɡuʔ	naɡeru		naɡeː	naŋeru	naɴɡuɴ		naŋeru		naɡeru	naŋeru	naŋeru		naŋeru	naɡeru	naŋeru	naŋi	naɡuru	
THROW_128-2						hoːru								hoːru		horu							hoːru		hoʔpoːru		horu	hoːru	horu					hoːru		hoɴnaɡeru	hoːru					hokoru						hoːru				horu						horu
THROW_128-3													tɨ						teivu̥																																							
THROW_128-4																		jai																												jal												
THUNDER_52-1	kaminari			kaminari	kaminarisama	kaminari	kaminari			kaminari	kaminari	kaɴnaːrɨ	kamtujum		kaminari	kaminari		kamnai	kamnal	kaɴnariː	kaɴnari		kaminarisaɴ	kaɴnaresaː		kaminari	kaminari	kaminari	kaminari			kaminari	kaminari	kaminari	kaɴnari	kaminarisama	kaminari	kaɴnai	narukami	narakami		kaminari	kaɴnari	kaminarisaɴ	kaɴnaːru	kamnal		kaminari	kaminari	kaɴnari	kaminari	kaminari	kaminari	kaminari	okaɴnari	kaɴnari	kaminari	kaminari
THUNDER_52-2		rɛsaɴ	rɛsama					raisama									raesama					rɛsaɴ								orɛsama											raisama						raisama											
THUNDER_52-3																									ɡoroɡorosaɴ																																	
THUNDER_52-4									juːdaʔʦama																																																	
THUNDER_52-5														doɴdoro																																												
THUNDER_52-6																															ereki																											
TONGUE_86-1	ʃita	ʃita	suta	ʃita	bero	heta	ʃita				ʃita	sɨta	sɨda			ʃita		tʔa	sɨta	sɨta	heta	suda	ʃita	ʃita	ʃita	ʃita	ʃita	ʃita	ʃita					ʃitabero	sɨba	ʃiʔta		ʃiʧaː	ʃita	ʃita		ʃita	ʃita		ʃita	sɨta			ʃita		ʃita	çita	ʃita	ʃita	ʃita	tʔa	ʃita	ʃita
TONGUE_86-2								bero	bero	bero				bero	bero		bero													bero	bero	hera	bero				bero				bero			bero			bero	bero		bero								
TOOTH_147-1	ha	ha	ha	ha	haː	haː	ha	ha	ha	ha	nukaba	βuʦɨnupaɴ	paː	ha	ha	haː	ha	haː	paː	haː	haː	ha	haː	ha	ha	ha	haː	ha	haː	ha	ha	ha	ha	ha	ha	ha	ha	βaː	ha	ha	ha	haː	ha	ha	paː	paː	ha	haː	ha	haː	ha	haː	ha	ha	ha	ha	ha	haː
TURN_183-1	maɡaru	maŋaru	maŋaru	maɡaru	maɡaru	maŋaru	maɡaru	maŋaru	maŋaru	maɡaru	maɡaru	maːruɴ	maɡaɨ	maɡaru	maŋaru	maŋaru	maŋaru	maɡai	maɡal	maɡaruɴ	maŋaru	maŋaru	maɡaru	maɡaʔ	maŋaru	maɡaru	maŋaru	maɴɡaru	maɡaru	maŋaru	maɡaru	maŋaru	maɡaru	maɴɡaru	maɡarjuɴ	maɡaru	maɡaru	maɡaiɴ	maɡaru	maɡaː	maɡaru	maŋaru	maɡaː	maŋaru	maɡaruɴ	maɡal	maŋaru	maɡaru	maɡaru	maŋaru	maŋaru	maɴɡaru	maŋaru	maɡaru	maŋaru		maɡaru	maŋaru
TURN_183-2																																																								ɡaɴmai		
TWENTY_135-1																																							hata																			
TWO_173-1	βutaʦu	βutaʔʧi	βutaʔʦu	βutaʔʦu	βutaːʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʔʦu	βutaʦu	βutaːʦɨ	βutaːʦɨ	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaːʦɨ	βutaːʦɨ	βutaːʣɨ	βutaʦu	βutaʔʦu	βutaʦu	βutaʔ	βutaːʦu	βutaʦu	βutaʦu	βutaːtu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	tʔaːʦɨ	βutaʔʦu	βutaʦu	taːʧi	βuta	βutaʦu	βutaʦu	βutaʦu	βutaʧi	βutaʦu	βutaːʧi	βutaːʦɨ	βutaʔʦu	βutaːʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʔʧi	βutaːʦu	βutaʔʦu	taʧi	βutaʦu	βutaʦuː
VOMIT_150-1	haku	haɡu	haɡu	hau	haku	haku	haku	haɡu	haku	haku	haku		paksɨ	haku	haku	haku	haku	haβu	paʔtil		haku	haɡu	haku		haku	haku	haku	haku	haku	haɡu	haku	haku		haku	hakjuɴ	haku	haku	βakuɴ	haku	haku	haku	haku	haku	haku	pakuɴ	paksɨ	haɡu	haku	haku	haku	haku	haku	haɡu	haku	haku	haɡuɴ	haku	haku
VOMIT_150-2																				aɡiruɴ				aɡuʔ																																		
VOMIT_150-3																																	tosu																									
VOMIT_150-4												muduʃiɴ																																														
WALK_14-1	aruku	ariɡu	ariɡu	aruɡu	aruku	aruku		aruku	aruku	aruɡu		aruɡuɴ	aɨksɨ	aruku	aruku	aruku	aruku	aiʦɨ	aruβu	araɡuɴ	aruku	aruɡu	aruku		aruku		aruku	aruku	aruku	aruɡu			aruku	aruku	ʔaʔkjuɴ		aruku	ʔaʔkuɴ			aruku	aruku	ariku		arakuɴ	alksɨ	aruku	aruku	aruku	araku	aruɡu	aruku	ariɡu	aruku	aruku	aiɡuɴ		aruku
WALK_14-2											eːmu																					eːbu				aebu								eːku														
WALK_14-3							ajumu																	ajuɴ		ajubu					ajumu								ajume	ajubu																	ajumu	
WARM_8-1			aʔtaɡɛ	aʔʦuː				aʔtaɡe		aʔtakeː					aʔtakai		aʔtaɡɛː					aʔtaɡɛ			aʔtakeː		aʔtakai			aʔtaɡɛː			atataka			aʔtakɛ			atatakeʃi		aʔtakeː						aʔtaɡai				atatakai		aʔtako		aʔtakai			
WARM_8-2	nukuʧeː	nuɡue			nukui	ɲikutɛ	nuʔka		nukutø		nukuokja		nufukaɨ	nukui		nukui				nuβusaɴ	nukui		nukui	nuki		nuʔka		nukui	nukutai		nukuiː	aʔtakeː		nukui	nukuʃaɴ		nukiː	nukuʃeɴ		nuʔka		nukui	nokui	aʔtakɛː	nuʔsaɴ	nufuʃaːl		nukui	nukui	nukui		nukui		nukui		nukusaɴ	nukui	nukui
WARM_8-3																		nufukai	nufukam																																							
WARM_8-4												noːsahaɴ																																														
WATER_187-1	miʣu	miɴʤi	miɴʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣɨ	miʣɨ	miʣu	miʣu	miʣu	miʣu	miʣɨ	miʣɨ	miʣɨ	miʣu	miɴʣu	miʣu	miʔ	miʣu	miʣu	miʣu	miɴdu	miʣu	miɴʣu	miʣu	miʣu	miʣu	miʣu	mɨʣɨ	miʣu	miʣu	miʤi	midu	miʣu	miʣu	miʣu	meʤi	miʣu	miʤi	miʣɨ	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miɴʤi	miʣu	miʣu	miɴ	miʣu	miʣu
WET_139-1	nureru		nureru	nureru	nureru	nureru	nururu	nureru	nureru	nureru				nureru	nureru	nureru	nureru				nureru	nureru	nureru	nuruʔ	nureru	nururu	nureru	nureru	nureru	nureru	nururu	noreru	nuruʔ	nureru	nərjuɴ		nureru		nuru	nuruʔ	nureru	nureru	noreː	nureru			nureru	nureru	nureru	nureru	nureru	nureru		nureru	nureru		nururu	nureru
WET_139-2		joŋoreru																																		joɡoreru																	joŋoreru					
WET_139-3											peːru		ɴmiɨ					ɴmiː	ɴmil																			ɴriːɴ								ɴmil												
WET_139-4																				ʣoʔβiɴ																									ʣoʔβuɴ													
WET_139-5												doʔfariruɴ																																														
WET_139-6																																																								ɴɡaruɴ		
WE_209-1	waʃiraː		waɴdo	wataʃidomo	wataʃira		ataʃidaʧi		waʃira	wataʃitaʧi	waira		baɴta	waʃira	wataʃidomo	wataʃira		baɴti	baɴti		watera		otaʃira	ataitaʔ		wataʃidoɴ	wataʃira	wataʃiraː	wataʃira	wadasudaʦu	waʃitaʧi	waʃidomo	wataʃidomo	waʃira	wakja		wataʃiraː	waʔtaː	ware	wataʃidomo	waʃira	wataʃira	wataʃidomo	waʃira	baɴtaː	aɴta	wataʃira	wataʃira	waʃiraː	waʃitaʧi	wataʃitaʧi	wataʃira	wadaʃida	wataʃitaʧi	wataʃidomo		waʃidoː	watera
WE_209-2		oreadaʤi				urara		oredaʧi									oretaʧi					oredaʣu			oretaʧi																																	
WE_209-3																																				ʤibuɴtaʧi																						
WHAT_118-1	dono	dono	dono	dono	dono	dono	dono	dono	dono	dono	dono			dono	dono	dono	dono				dono	dono	dono	doɴ	dono	doɴ	dono	ɴdono	dono	dono	doɴ	dono	doɴ	dono		dono	deːno			dono	dono	dono	dono	dono			dono	dono	dono	doɴ	dono	dono	dono	dono	dono		doɴ	dono
WHAT_118-2																																			dɨɴ																							
WHAT_118-3												nuːjabaɴ								noː																		nuːnu	nani						nuːnu											nuɴ		
WHAT_118-4													ɴʤi					inu	iʤinu																											ɴdənu												
WHEN_22-1	iʦu	eʤi	iʣu	iʦu	iʦu	iʦu	iʦu	iʣu	iʦu	iʦu	iʦu	ʔiʦɨ	iʦɨ	iʦu	iʦu	iʦu	eʣu	iʦɨ	iʦɨ	ʔiʦɨ	iʦu	eʣu	iʦu	iʔ	iʦu	iʦu	iʦu	ituiʦu	iʦu	eʣu	iʦu	eʦu	iʦu	iʦuʤibuɴ	iʦɨ	eʦu	iʦu	iʧi	itu	iʦu	iʦu	iʦu	eʧi	iʦu	iʧi	iʦɨ	iʦu	iʦu	iʦu	iʦu	iʦu	iʦu	eʤi	iʦu	iʦu	ʔiʧi	itu	iʦu
WHERE_116-1	doko	doɡo	doɡo	doː	doko	doko	doko	doko	doko	doko	doko			doko	doko	doko	doko				doko	doɡo	doko	doko	doko	doko	doko	ɴdoko	doko	doɡo	doko	doko	doko	doko		doko	doko		iduku	doko	doko	doko	doko	doko			doɡo	doko	doko	doko	doko	doko	doko	doko	doko		doko	doko
WHERE_116-2													ɴʣa																						daː											ɴda												
WHERE_116-3																																						raː																				
WHERE_116-4																		iʤa	iʣa																																							
WHERE_116-5																																													maː													
WHITE_91-1	ʃirøː	ʃire	sure	ʃireː	ʃiroi	ʃiroi	ʃiroka	maʔʃiro	ʃirøː	ʃiroi	ʃirokja			ʃiroi	ʃiroi	ʃiroi	ʃiroe				ʃiroi	sure	ʃiroi	ʃire	ʃireː	ʃiroka	ʃiroi	ʃiroi	ʃiroi	ʔʃoe	maʔʃiri	ʃireːnamaʔʧireː	ʃiroka	ʃiroi	sɨruʃaɴ	ʃireː	ʃireː	ʃiruʃeɴ	ʃiroʃi	ʃiroka	ʃire	ʃirøe	ʃiroe	ʃiroi			ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroe	ʃirøː	ʃiroi		ʃiriː	ʃiroi
WHITE_91-2												ʔsoːʃahaɴ	ʔsukaɨ					ʔsukai	ʔsukam																										ʔsoːɴ	ʔsuʃaːl												
WHITE_91-3																				sɨsɨsaːɴ																																						
WHITE_91-4																																																								ʦudari		
WHO_119-1	døːʦu	donoβutp	donoβuto	doɴçito	donoʃito	donoçito		donoʃito	døːʦu	donoʃito				dore	donoçito	donoʃito	donoçito				donoçito	donoçito	doiʦu	doɴʃi	donoçito	donoçito	donoçito	ɴdonoçito	donoçito	donoçito	doɴʃito	donoʃito	donoçito	donoçito		donoʃito	deːʦu			donoçito	donoʃito	donoçito	donofuto	donoçito				donoçito	donomoɴ	donoçito	donoçito	donoçito	doeʤi	donoçito	donoçito		doitu	donoçito
WHO_119-2							dai				dai																												ta																			
WHO_119-3																																			duɴʦʔu			tanʧuː																				
WHO_119-4													ɴʤipsɨtu					inusɨtu	talnupsɨtu																											ɴdinupsɨtu												
WHO_119-5																																													taʔtaː													
WIDE_169-1	çirøː	ʃire	sure	çireː	çiroi	çiroi	çiroka	çiroi	çirøː	çiroi	çirokja			çiroi	çiroi	çiroi	çiroe				çiroi	çire	çiroi	çire	çireː	çiroka	çiroi	çiroi	çiroi	çiroe	çiri	ʃireː	çiroka	çiroi	çiruʃaɴ	çireː	çireː	çiruʃeɴ	çirøʃi	çiroka	βireː	çiroi	βuroe	çireː			çiroi	çiroi	çiroi	heroi	çiroi	çiroi	βiːre	çirøː	çiroi		çiriː	çiroi
WIDE_169-2												psɨsuhaɴ	psɨsukaɨ						psɨsukal																										piʣoːɴ	psɨsuʃaːl												
WIDE_169-3																		βuikai																																								
WIDE_169-4																				maiʃaːɴ																																				maisaɴ		
WIFE_109-1								ʦuma	ʦuma						ʦuma							ʦuma																	tuma			ʦuma						ʦuma			ʦuma				ʦuma			
WIFE_109-10												tuɴ	tuʣɨ					tuʣɨ	tuʣɨ	tuʣɨ															tuʣɨ			tuʤi							tuʤi	tuʣɨ										tuɴ		
WIFE_109-2		oɡa	kaɡa			kakaː	kakaː				oʔka					okaː	kakaː								oʔkaʧaɴ					ɡaɡa	uʧiɴkakaː	okata				kaka				uʧinokaka	oʔka		oʧinoːkaka	kaːsaɴ			kaːʧaɴ		okaː	oʔka		uʧinoɴɡa	kaɡa				kaka	
WIFE_109-3														ɲoːbo																			ɲoːboː																									
WIFE_109-4				ɲoːbo						ɲoːbo																																																
WIFE_109-5																					ʤaːma																																					
WIFE_109-6	kaneː				kanai																		kanai					kanai	uʧinokanai					kanai																				kaneː				kanai
WIFE_109-7																											jomehaɴ																															
WIFE_109-8																																					kamisaɴ																					
WIFE_109-9																								uʔkata																																		
WIND_48-1	kaʣe	kaɴje	kaɴʣe	kade	kaʣe	kaje	kaje	kaʣe	kaʣe	kaʣe	kaʣe	kaʤi	kaʤi	kade	kaʣe	kaʣe	kaʣe	kadi	kaʤi	kaʤi	kaʣe	kaɴʣe	kaʣe	kaʣe	kaʣe	kaje	kaʣe	kaʣe	kaʣe	kaɴje	kaje	kaʣe	kaje	kaʣe	kaʤə	kaʣe	kaʣe	haʤi	kaʣe	kaje	kaʣe	kaʣe	kaʣe	kaʣe	kaʤi	kadi	kaʣe	kaʣe	kaʣe	kaʣe	kaʣe	kaʣe	kaɴʣe	kaje	kaʣe	kadi	kaje	kaʣe
WING_156-1	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	pani	pani	hane	hane	hane	hane	hani	pani	pani	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	haneɡeta	hanə	hane	hane	βani	hane	hane	hane	hane	hane	hane	pani	pani	hane	hane	hane	hane	hane	hane	hane	hane	hane	pani	hane	hane
WORK (ACTIVITY)_152-1	hataraku	hadaraɡu		hadaraɡu	hataraku	hataraku	hataraku		hataraku		hataraku	pataraɡuɴ	pataraksɨ	hataraku		hataraku	hadaraɡu	pataraʦɨ	pataraʦɨ	pataraɡuɴ	hataraku	hadaraɡu	hataraku	hataraʔ		hataraku		hataraku	hataraku		hataraku	hataraku	hataraku	hataraku	hatarakjuɴ		hataraku	βatarakuɴ						hataraku	patarakuɴ	pataraksɨ	hataraɡu	hataraku	hataraku	hataraku	hatarau	hataraku		hataraku		hatarati	hataraku	hataraku
WORK (ACTIVITY)_152-2			kaseɡu					kaseŋu		kaseɡu					kaseɡu															kaʃeŋu						kaseɡu					kaseɡu												kaʃeɡu		kaseŋu			
WORK (ACTIVITY)_152-3																									iɡoku																																	
WORK (ACTIVITY)_152-4																											kibaru															kibaru																
WORK (ACTIVITY)_152-5																																											ʃewajaku															
WORK (ACTIVITY)_152-6																																								ʃiɡotosuʔ																		
WORM_192-1	memeʣo	mimiɴʤi	memeɴʣu	mimiʣu	mimiʣu	mimiʣu	mimiʣu	mimiʣu	memeʣu	memeʣu	memeʣume	mimiʤɨ	mimiʤɨ	mimiʣu	mimiʣu	mimiʣu	memeʣume	ʤɨmiʤɨ	ʤɨmiʤɨ	mimiʤɨ	mimiʣu	mimiɴʣu	mimiʣu	mimiʣu̥	memeʣu	mimiʣu	memeʣu	mimiʣu	mimiʣu	mimiɴʣu	mimiʣu	memeʣu	mimiʣu	memeʣu	meːʤa	memeʣu	mimiʣu	mimiʤi		mimiʣu	memeʣu	memeʣu	memeʤi	memeʣu	miːmaʤi	miːmiʤɨ	mimiʣu	memeʣu	mimiʣu	memeʣu	mimiʣu	memeʣu	memeɴʤi	mimiʣu	memeʣu	timimi	mimiʣu	memeʣu
YAWN_3-1	akubi	aɡuɴbi	aɡuɴbi	akubi	akubi	akubi	akubi	aɡubi	akubi	akubi	akobi		afuksɨ	akubi	akubi	akubi	akubi	afuʣɨ	afuʣɨ	akubi	akubi	aɡubi	akubi	akuʔ	akubi	akubi	akubi	akubi	akubi	aɡubi	akubi	akubi	akubi	akubi	akubi	akubi	akubi	akuːbi		akubi	akubi	akubi	akubi	akubi			aɡubi	akubi	akubi	akubi	akubi	akubi	akubi	akubi	akubi	aɡu	akubi	akubi
YAWN_3-2																																														aːm												
YAWN_3-3																																													nubi													
YAWN_3-4												uːbzɨ																																														
YEAR_117-1	toʃi	toʃi	tosu	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tusɨ	tusɨ	toʃi	toʃi	toʃi	toʃi	tusɨ	tusɨ	tusɨ	toʃi	tosu	toʃi	toʃi̥	toʃi	toʃi	toʃi	toʃi	toʃi	tosu	toʃi	toʃi	toʃi	toʃi	tuʃi	toʃi	toʃi	tuʃiː	tøʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tuʃi	tusɨ	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tuʧi	toʃi	toʃi
YELLOW_57-1	kiː	kiːro	kiːro	kiːro	kiːro	ukoɴ	kina	kjuːro	kiːro	kiːro	kiːro	ksɨɴksɨʃahaɴ	ksɨːru	kiː	kiːro	kiː	kiːro	ʦɨːru	kiːru	ksɨɴksɨɴ	kiːro		kiː	kinairo	kiːro	kina	kiːro	kiː	kiːro	kiːro	kiːro	kiːro	kiːro	kiːro	kʔiʔiro	kiero	kiːro	kiːru	ki	kiɴnaka	kiːro	kiːro	kiːro	kiːro	kiːru	kiːru	kiːro	kiːro	kiːro		kiːro	kiːro		kiː	kiːro	kirui	kina	kiː
YELLOW_57-2																						ukoɴero																												okoɴiro			ukoɴ					
YOU_9-1	aɴta			aɴta		aɴta	anata							aɴta	anata	aɴtahaɴ	anata						aɴta		aɴta	aːta							anata			aɴta	aɴta			aɴta				aɴta			aɴta	anata		aɴta	anatasama	anata	anada	anata	anata		aɴta	aɴta
YOU_9-2		ɴmɛ	omɛ					omesaɴ	omahaɴ	omeː	omeː										omasaɴ	omɛ		omaʔsaː				omasaɴ			omae	omesaɴ											omaesaɴ						omaesaɴ									
YOU_9-3																											otaku		otaku					otaku								otaku																
YOU_9-4																																													waː													
YOU_9-5																																			naɴ			naɴ	na																			
YOU_9-6													ʔva					ʔva	ʔva																																							
YOU_9-7																																														ɴʤu												
