Gloss	Erzya	Estonian	Finnish	Forest Enets	Hill Mari	Hungarian	Inari Sami	Kildin Sami	Komi-Permyak	Komi-Zyrian	Livonian	Lule Sami	Meadow Mari	Moksha	Nganasan	North Karelian	Northern Khanty	Northern Mansi	Northern Sami	Northern Selkup	Olonets Karelian	Skolt Sami	Southern Sami	Tundra Nenets	Udmurt	Veps
BEAT	tokams	lœːmɑ	lyœ̯dæ	dʲɔzʲɛɕʲ	pærenkoltɑʃ~xɯrɯktenkoltɑʃ	yt~vɛr	ʧɑskeð	taːɡke~vaːsːte	bazɲitnɨ	vɑrtnɨ	piɛkslə~rɑˀbːə	ʦabːmɛt~ʧɑsːkɛt	perɑˑʃ	tokams	xosʲudʲi~xʷɐrədʲesɐ	riɛxkiɛ	χatsʲatɪ	juːnɪɣtaŋkʷʲe	hʊʃkʊh	qʲatːɨqa	kɔxlɑtɑ	ʧɐʦʲcc͡çʲɛd	hoɒsɛdh~læːkɛdh	lɑdəsʲ~mərɲimdɑsʲ	ʒukkɨnɨ	lœdɑ~iʃktɑ
BEAUTIFUL	mazɨj	kenɑ	kɑwnis	sæzɔta	ʦever~olməðʃə	seːp	muʧːɐd	moːʤeɕ	basək	miʨɑ~ɫəɕɨd	knɑʃ	ʧabːɛ	sɤˑlnʲe	mazɨ	ɲɐɐɡəː~ərəkərə	kɑʊnis	aɲa~χoram~χorasaŋ	χuriŋ	ʧaːpːɑh	qurasɨmɨj	ʧɔmɑ~kɑʊnis	moːtʧɐd	ʧæːpːiɛs	səwɑ	ʨʲeber	ʧɔmɑ
BECAUSE_OF	kis~korʲas~kuvalt	tɤtːu~pærɑst	tɑkiɑ~ʋuɔ̯ksi	niz~dʲɛɔn	məʧəʦ	miɒtː~veːɡɛtː	tet	ɡuejke	ponda	vəsnɑ	piɛrɑːst	di͡ɛhti	verʧ	sʲuɲeda	ɲiːðə	tɑkiɛ	uraŋan	maːɣɪs	tihte~ke̯æd͡ʃil	ʨøtɨ	tæh~pɛriæ	diətːɐ~c͡çɛaʧʧɒ	tɨɛtɛ~kæːβhtiɛh	ɲid	seren	tɑɡʊt
BECOME	arams	sɑːmɑ~hɑkːɑmɑ	tʊlːɑ~jɔwtʊɑ	kaniɕʲ	ʃɑɣɑlɑʃ	lɛs	ʃodːɐð	ʃeːnːte	ɫonɨ	ɫonɨ	liːdə	ʃɑdːɑt	ʎijɑˑʃ	arams~tʲijevoms	konɨdʲi	tʊlːɑ~muːtːʊɔ	jitɪ~pittɪ	jeːmtuŋkʷʲe	pe̯æsːɑh	æsanta	rɔitɑ	ʃədːɐd	ʃɨtːɛdh	xæsʲ	luɨnɨ	lindæ~tɛxtɑs
BECOME_SICK	serʲedʲezʲevems	hɑiɡ̥estumɑ~hɑiɡ̥eksjæːmɑ	sɑi̯rɑstʊɑ	kadruɕʲ	ʦerlænenvɑzɑʃ	mɛɡbɛtɛɡɛdik~bɛlɛbɛtɛɡsik	pu̯æʦʦæð	keːbptuvːe	morʒitnɨ	viɕmɨnɨ	rujɑːkssɔːdə	skihːpat	ʧerlɑnʲeˑnvozɑˑʃ	sʲarʲadʲkstoms	koc͡çeðukədʲi	læsiytyœ~sʊɑhɑtɑʊvin	kaʃanajitɪ	aːɣmɪljoːmtuŋkʷʲe	pʊ̯ɔhʦːaːh	qytaʎeqa	læʒivʏœ~vɔimɑtːʊɔ	puɐʦʦʝɛd	skɨɛmʧijidh	xɑŋɡuləsʲ~jɑʔməlʦʲ	visʲɨnɨ	læʒɛɡɑtɑ
BED	aʦamo	voːd̥i	sæŋkʏ	baa	kojkɑ~krɑvɑtʲ	aːɟ	seŋɡɐ	vuedtʲemsajː	krovac	voʎpɑɕ	ɑzuːm	sæːŋːɡɑ	vɑˑkʃɤʃ	aʦam	bəbə	sijɑ	oɬtɪtaχa	χujnəma	se̯æŋkɑ	jaqaʃ	krɑvɑtːi~mɑɡɑvɔsijɑ	sɐːʝːʲɘ	seæŋkuʌ	pæŋɑ	vɑlʲes	sijɑ~mɑɡɑdʊzsijɑ
BEFORE	vasɲajak	enʲːe	ɛnːɛn	ɔrʲ	pervi	ɛløːbː	ovdɐl	aːjka	odzʒɨk	vojdər	jɛˀdmɨl	ɔvdːɔl	oˑnʧɤʧ	jinɡolʲi	ɲerə~ɲerənɨ	ɛnːɛin	jeɬpi~sɪrɪʲa~katraʲa	saːrtɪnnuw	aːrɑh	ukon	ɛnːɛn	oudːɐl	ɑːrɛbi	ŋɑwnɑ	ɑzʲlo~ɑzʲvɨl	ɛndɛ
BEGIN	karmams	hɑkːɑmɑ~ɑlustɑmɑ	rʊʋɛtɑ~ɑlɔi̯tːɑː	pʲaɕʲ	tɯŋɡælæʃ	kɛzd	ælɡið~ɑlɡɐtːið	olkxe~oːaːlkxe	pʲetnɨ	zɑvoɟitnɨ~pondɨnɨ	irɡə	alɡɑdit~ɡu͡ɔɑhtɛt	tyŋɑlɑˑʃ	uʃedoms	əsɐ	rʊvɛtɑ	pittɪ	oːwɪltaŋkʷʲe	aːlɛkih	ukɨtaltɨqa	ɑlɡʊɑ~rʊvɛtɑ~zɑvɔdiɛ	ɒːlɣtɛd	æːlkɛdh	pʲɑsʲ	kutskɨnɨ	zɑvɔtːæ~ɑʊɡɔtɑdɑ
BEHIND	velʲdʲe	tɑhɑ	tɑkɑnɑ	pɛnɔn	ʃɑjəlɑn~ʃɑjəlnəj	møɡøtː	tyehˑin	maŋjeʎt	bərə	bərnɨn	tɑɡɑːn	dʊu͡ɔɡɛn~mɑŋːɛlin	ʃeŋɡeˑlnʲe	ftala~mʲelʲɡe	xʷo~tɐkənu	tɑkɑnɑ	jupijn	juipalt	mɑŋil~tʊ̯ɔkaːs	tojpʲeʎaqɨn	tɑɡɑn	tuɛcc͡çʲɛn	tʉɛkɛsnɛ	tʲɑxənɑ	berɨn~bʌrsʲɨ	tɑɡɑ
BELIEVE	kemʲems	uskumɑ	ʊskɔɑ	punriɕʲ	ɯnjanæʃ	his	oskoð~jæhitːið	oasːke	vʲeritnɨ	eskɨnɨ	uskə	jahːkɛt	yʃɑnɑˑʃ	kemams	xyntyrytədʲɐ	ʊskʊɔ	əwaɬtɪ	aɣtuŋkʷʲe	jaːhkːih	ætɨŋqa	ʊskʊɔ	ɔskːɒd	jæːhkɛdh	punrʲoːsʲ	oskɨnɨ	ʊsktɑ
BELLY	peke	kɤxt	mɑhɑ~ʋɑʦɑ	sɔsʲɛ	mɯʃkɯr	hɒʃ	ʧu̯ævji	ʧoːvːj	kɨnəm	ruʃku	vɑtsɑː	ʧu͡ɔɑjvːɛ	myˑʃkɤr	peke	c͡çɐjbə~mʲinəðəː	mɑhɑ	χon	puki	ʧɔ̯ɑvji	pʲerkɨ	vɑʧːʊ	ʧɔuʝːʲɘ	ʧoæjːiɛ	tʲiw	kʌt	vɑʦ~kɔxt
BELOW_OR_UNDER	alo	ɑlː	ɑlːɑ	ir~irɔn	lɯvækɯ	ɒlɒtː	vyelni	vuːʎːɲ	uvtɨn	uɫɨn	ɑlːə	vʊu͡ɔlɛn	jɤmɑˑlnʲe	ala	ŋiʎenu	ɑlːɑ	iɬpijn	joʎpaːlt	vʊ̯ɔlte	ɨlqɨn	ɑl	vuɛlːʲɛn	nʉɛlɛsnɛ	ŋɨlnɑ~ŋɨlɲɑnɑ	ulɨn	ɑl
BELT	karks	vœː	ʋyœ̯	ɲɛj	ɯʃtɯ	øv	poːvij	evː	ji	vəɲ	juːˀost	ɑvːɛ~ɡɛʦɑm	yˑʃtø	karks	ŋiədʲe	vyœ	antap	əntap	pɔ̯ɑkaːn	ʨy	vʏœ~rɛmɛni	puaɣːɒɲ	jʉβːiɛ~peːlhtɛ	ɲi	kuskertton	vœ
BEND	mʲendʲems	pɑinutɑmɑ	tɑi̯ʋʊtːɑː	mazrɔɕʲ	ləvərtɑʃ~kɑkljartɑʃ	mɛɡhɒjt	sujɐtːið	sojçte~toːaːxːke~ɲiɡklaçːte	kusiɲtnɨ	kusɲɑvnɨ	nɨtkə	sɔjɔdit	pyɡɤrtɑˑʃ	mʲandʲems	mynydʲɐ	tɑivʊtːʊɑ	mukarttɪ	χuːtɪltaŋkʷʲe	sɔjɑhih	mɨnɨqa	kɔʊkistʊɑ	kɔmʲrʲdʲɛd~ɲikːləːtːɐd	sujːɛdidh	wɨjɑrʦʲ	ɡubɨrtɨnɨ	kɔvɛrtɑ
BEND_(SOMETHING)	komavtoms	pɑinutɑmɑ	tɑi̯ʋʊtːɑː	mazrɔɕʲ	ləvərtɑʃ	hɒjliːt	ʧipteð	sojçte	ʨukɨʎtɨʃtnɨ	kusɲɑvnɨ	nɨtkə	sɔjɔdit~ni͡ɛjdːɛt	lɤvɤrtɑˑʃ	komaftoms	mynydʲɐ~mɐɲuʔsʲɐ	tɑivʊtːʊɑ	kerɬatɪ	χuːtɪltaŋkʷʲe	sɔjɑhih	mɨnɨqa	pɑinʊɑ~læmːʏtːiæ	soːʝtɛd	sujːɛhtidh	wɨjɑrʦʲ	kuɑsɑnɨ	pɑindɑ
BENEFIT	paro~lʲeze	tulu~kɑsulʲikːus	hyœ̯tʏ	taru	pɑjðɑ	hɒson	ævkːi	toːl̥ːk	puc	voəm~vɨɡədɑ	jɨvɑːm	avkːɛ	pɑjdɑˑ	para~lʲezks	toru	hyœty	aɲ~ontas	paːrɪs~poːʎsa	aːvki		hʏœdʏ	aucc͡çʲɘ	æːβhkiɛ	tɑroː	pɑjdɑ	liʒɑ
BERRY	umarʲ	mɑri	mɑrjɑ	ɔzi	mør	boɟoː	myerji	muːrːj	jaɡəd	tuɕ~votəs	mɔːrʲɑ	mʊu͡ɔrjːɛ	mør	jiˑmoʒ	ŋutɐ	mɑrjɑ	rɪχ	pil	mʊ̯ɔrji	topɨr	mɑrjʊ	muɛrʲʝːʲɘ	mʉɛrjiɛ	ŋoːdʲɑ	uzɨborɨ	mɑrj
BETRAY	manʨʲems	petmɑ~tysːɑmɑ~truːd̥ustmurtmɑ	pɛtːæː~pɛtkʊtːɑː	kɔjtaɕʲ	moʃenʲɯʧæjæʃ	ʧɒl	filːið	vuːjçe~peːjçte~keːlselːe	mukɫaʨitnɨ	sərnɨ	touzə~krɔːˀpə	bi͡ɛhːtɛt	ondɑlɑˑʃ	vasʲkafɲems	xʷɐntʷobtusɐ	mʊɑnitːʊɑ	ɬəpaɬtɪ	laːplaŋkʷʲe	pe̯æhtːih	ølalqa	pɛtːiæ	c͡çiəlːɐd~parʲtːʲeːd	piɛhtɛdh	teːmbərɑsʲ	pʌjɑnɨ	mɑnitɑdɑ
BETWEEN	jutkso	vɑhel	ʋælilːæ	pɔmɔn	loʃ~loʃkə	køzøtː	koːskɐst	keskeɕt~keːskeʎ	koɫasas	kostɨn	vɑˀil	ɡɑsːkɑ	koklɑˑʃtʲe	jotksa	dʲutɨnɨ	vælilːæ	kutna	χal	kɑskːɑs	ʃʲitɨkotaqɨn	vælis~kɛskɛs	kɐskːɒ	kaskɛsnɛ	poːŋɡənɑ	viskɨn	kɛskɛs
BE_ABLE	maʃtoms	vɤimɑ~oskɑmɑ	ɔsɑtɑ	piriʧʲ	kerðæʃ	tud	vɑijeːð	vuejːe~maːçːte	vʲermɨnɨ	kuʒnɨ	vɨidə	bʊktɛt	moʃtɑˑʃ	maʃtoms	tukətəsɐ~dʲeɲdʲiʔsʲi	vɔijɑ	wʲerɪttɪ	wʲermuŋkʷʲe	ve̯æcːih	tʲenɨmɨqa	vɔijɑ	matːʲɛd~vuɛitːʲɛd	mæːhtɛdh~oːjmɛdidh	pʲirəʦʲ	bɨɡɑtɨnɨ	vɔidɑ~mɑxttɑ
BE_AFRAID	pelʲems	kɑrtmɑ~hirmutund̥mɑ	pɛlætæ	piiʧʲ~pidaɕʲ	lyðæʃ	feːl~rɛtːɛɡ	poːlːɐð	pelːe	povnɨ	povnɨ	kɑrtə	bɑlːɑt	lydɑˑʃ	pelʲems	xiʎiʔsʲi	vɑrɑtɑ	paɬtɪ	piluŋkʷʲe	pɑlːɑh	ænɨqa	vɑrɑtɑ	pəːlːɐd	pɨlːɛdh~rɛpkiɛstidh	pʲiːnəsʲ	kɨʃkɑnɨ~kurdɑnɨ	vɑrɑitɑ
BE_ALIVE	erʲams	elɑmɑ~elusolʲemɑ	ɛlæː	diriɕʲ	ɯlæʃ	eːl	eːlːið	jeːʎːe	ovnɨ	ovnɨ	jɛˀlːə	i͡ɛlːɛt~vi͡ɛsːu͡ɔt	jilɑˑʃ	erʲams	ɲilɨdʲi	ɛlyæ	uɬtɪ	oːluŋkʷʲe	e̯ælːih	jilɨqa	ɛliæ	ʝiɛlːʲɛd	jiɛlɛdh	jiʎeːsʲ	ulɨnɨ	ɛlædɑ
BE_ANNOYED	keʒijavtɲems	ærːitumɑ~vihɑstumɑ	suːtːʊɑ	baruɡudʲ	ʃɯðeʃkæʃ	meːrɡɛløːdik~bosːɒnkodik	sutːɐð~i̯ædduð	ɕeːnːte	ʎokavnɨ	skərɑvnɨ	kɨzɑːstə	sʊhːtɑt	sɤrɑˑʃ	kaʒijams	tudʲuðʲirsʲɐ	siæntyœ~ʧikɑstʊɔ~vihɑstʊɔ		kantluŋkʷʲe	sʊhtːɑh	ɲeɲirqa	tɑbɑvʊɔ	sutːɐd	moɒrahtuβːɛdh	ɲeːnzʲɑwoːrʦʲ	lʲekjɑsʲkɨnɨ	rændʏdɑ
BE_BORN	ʨaʨoms	synd̥imɑ	sʏntʏæ	sɔjaɕʲ	ʃɑʧɑʃ	sylɛtik	ʃodːɐð	ʃeːnːte	ʃoɡmɨnɨ	ʨuʒnɨ	sində	ri͡ɛɡadit	ʃoʧɑˑʃ	ʃaʨʲems	ŋetumsɨ	syntyœ~rɔtiʊtʊɔ	səmapittɪ	samnpatuŋkʷʲe	riɛkaːdih	ʨelɨŋqa	rɔdiɛksɛh	ʃədːɐd	reækadidh	soːjɑsʲ	vordisʲkɨnɨ	sʏndʊdɑ
BE_HUNGRY	vaʨo	næljɑnʲe	nælkæi̯nɛn	ɔmuɫtuda	ʃuʒəʃə	eːhɛʃ		ɲeːʎːk	tʃɨɡ	ʧɨɡ	næːlɡɑʎi	næːlɡːu͡ɔmin	ʃuˑʒɤʃo	vaʨa~vaʨʲeda	xonəntʷo~ŋɐmnɐntʷo	nælkæhini	ɬəɬɬɪ	tɤːtaːl	ne̯ælɡkɑs	amnaj	nælɡʏ~nælɡæhinɛ	nɛalɣlɒʒ		ŋəwoːrʦʲədɑ	sʲutem	nælʲɡhinɛ
BE_ILL	serʲedʲems	hɑiɡ̥eolʲemɑ	pɔtɛɑ~sɑi̯rɑstɑː	kadɛʧʲ	ʦerlænæʃ~jaslɑnɑʃ~jasəlɑnɑʃ	bɛtɛɡɛʃkɛdik	puoʦːɐð	poːaːvʧɕe~kebpʃe	ʃoɡavnɨ~viʑətnɨ	viɕnɨ	rujɑːvʊːldɑ	skihpɑt	ʧerlɑnʲeˑnkijɑˑʃ	sʲarʲadʲems	koc͡çedʲɐ~koc͡çeðusɐ	læsiɛ	kaʃaŋauɬtɪ	aːɣmlaŋkʷʲe	pʊ̯ɔhʦɑh	qytɨqa	læʒiɛ~ɛivɔijɑ	puətʦɐd	ɛlkiɛdidh~tɵasmaridh	xɑŋɡurʦʲ	visʲɨnɨ	læʒʊdɑ
BE_NOISY	ʃalnoms	lærmɑmɑ	mɛlʊtɑ	ɫɛudʲ	juklɑnɑʃ	laːrmaːzik	ʃlɑmɐdið	joafːe	ʨavzɨnɨ	ʒuvɡɨnɨ~ɨuɡɨnɨ~ʃumitnɨ	mærɑːtə~ɡlɑɡɑːstə	jʊhʦɑt	ryʃkɑˑʃ	ʒalnams	dʲɐjsʲusʲɐ~ŋirmʲintisʲi~sɐymʲentiðʲisʲi	mɛlʊtɑ~rʊihʊtɑ	kumrəmatɪ	sujasʲlaŋkʷʲe~sujwaːruŋkʷʲe	rikereh~ʃlaːmɑjtih	ʨarɨsa	hʊmistɑ	ruəʝːɐd	rajːadidh	xærnəsʲ~mərnəsʲ	uretɨnɨ~ʧɑʃetɨnɨ	rɔbɑitɑ
BIG	jiɲe~pokʃ	suːr	isɔ~suːri	aɡa	koɣo	nɒɟ	styeres	ʃuːrː~oːaːjçk	ɨdʒɨt	ɨʤɨd	suːr	stʊu͡ɔrːɑ	kuɡuˑ	oʦʲu	ɐniʔə	suːri	un	janɪɣ	stʊ̯ɔris	mærqɨ	suːri	ʃurːɐ	stuʌrɛ	ŋɑrkɑ	bɑdʥɨm	sʊrʲ~jærɛd
BIRCH	kilʲej	kɑsk	kɔi̯ʋʊ	kɔ	kuɣi	ɲiːr	su̯æhi	peːɕːmuːrː	kɨdz	kɨʣ	kɨuvə	su͡ɔɑhkɛ	kueˑ	keˑlu	kyo	kɔivʊ	sumat	χaːʎ	sɔ̯ɑhki	qʲa	kɔivʊ	suɐcc͡çʲɘ	soækiɛ	xoː	kɨzʲpu	kɔiv
BIRD	narmuɲ	lʲind̥	lintʊ	ʧidasama	kek	mɒdaːr	lodːe	loaɲːt	kaj	kɑj~ɫebɑʨ	lind	lɔdːɛ	kɑˑjɤk	narmoɲ	təibəː	lintʊ	sisʲki~toχɬaŋwoj	towlɪŋuːj	lɔdti	surɨ	lindʊ	lɔdːʲɘ	lɛtːiɛ	tʲirtʲɑsɑrmʲik	tɨloburdo	lind
BITE	suskoms	puremɑ~hɑmːustɑmɑ	pʊrːɑ	sækruɡuɕʲ	pərɑlɑʃ	hɒrɒp	kæskið	kaːʨːke	jirnɨ	kurʨːɨnɨ	jɑmstə	ɡasːkɛt~ɡaskɛstit	purɑˑʃ	suskoms	sɐkyʔtəsɐ	pʊrːɑ	portɪ	puruŋkʷʲe	kaːskih	søtɨqa	pʊrtɑ~pʊrɛtɛlːɑ	kaʦʲcc͡çʲɛd	kæːkʧɛdh	sʲɑtoːrəsʲ	kurtʨɨnɨ	pʊrdɑ~hɑmbɑstɑdɑ
BITTER	sepej	mɤru	kɑrʋɑs~kitkɛræ	diʧak	kɑʧə	kɛʃɛryː	piʃker~poʧːɐ	pɨʧːkar	kurɨt	kurɨd	kiˀbɟi~kɑrːi	biʧɛs~ʦibʦɑ	koˑʧo	sʲapi	tɐsəɡəː~tɐsʲuʔtyo	kɑrkiɛ	wosʲrəmaŋ	wosʲramɪŋ	pɑhʧɑ	parːɨɲːij	kɑrɡɛi~kɑʧkɛr	pɛʧʲcc͡çʲɛr	pihʦɛds~pæːʧkiɛs	jibʦʲədɑ	kurɨt	kɑrɡɛd
BLACK	rauʒo	must	mʊstɑ	pɔɫzʲɛda	ʃim	fɛkɛtɛ	ʧɑpːɐd	ʧoːaːxpeɕ	ɕəd	ɕəd	mustɑː	ʧahːpɑt	ʃolɑˑ	ravʒa	kulɐrəku~tusɐjkɐʔɐ	mʊstɑ	pitɪ	sɤːmɪl	ʧaːhpːes	sʲaqɨj	mʊstʊ	ʧɒpːɐd	ʧeːhpɛs	pərʲidʲeːɲɑ	sʲʌd	mʊst
BLANKET	velʲtʲamo	tʲekː	pɛi̯tɛ	kɔrɛ	oðejal	tɒkɒroː	loːvdɐ	raːnː	oɟejaɫo	eʃkɨn~ʃebrɑs	dɛk	radnu͡ɔ~ɡɔbʧɔs~tæːhːpin	ʎeveˑdɤʃ~odejɑˑl	vʲelʲxks	c͡çuj	tækːi		lɤːpta	kɔvʧːɑs	ʨontɨrsa	ɔdʲdʲʊɑlʊ	raːnːɐ	kapʧɛsɛ	toːʔ	ʃobret	sijɑkɑtʊz
BLIND	sokor	pime	sɔkɛɑ	sɛjɕiza	sløpøj~slʲøpøj	vɒk	ʃoːhɐd~ʧɑlmetːem	ʧaʎmçem	ɕintəm	ɕintəm	piˀmdi~soˀuɡdi	ʧɑlmɛdibmɛ	soˑkɤr	sokor	sʲejmɨɡʲiɐjjic͡çʷo~sʲejmɨɡʲiɐʎijic͡çʷo	sɔkiɛ	səmɬɪ	sampɪʎtaːl	ʧɑlmːehe̯æpme~ʧʊ̯ɔvɡkɑhe̯æpme	sajkɨta	sɔɡɛi	ʧɐːlʲmʲtʲɛmʲɘ	ʧɛlmɛhʦ	sæwsʲədɑ	sukɨr~sʲintem	sɔɡɛd
BLOOD	verʲ	veri	ʋɛri	buja	vɯr	veːr	vorːɐ	veːrː	vir	vir	vɛr	vɑrːɑ	vyr	vʲer	kɐm~dʲeməː	vɛri	wur	keːlup	vɑrːɑ	kæm	vɛri	vərːɐ	βɨrːɛ~mæːliɛ	weːjɑ~xeːmʔ	vir	ʧɑk~vɛri
BLOW_(OF_WIND)	puvams	puhumɑ	tuːlːɑ~pʊhɑltɑː	pɛsɡuɕʲ	ɯfɯlæʃ	fuːj	pieɡɡɐð	piːŋːkʲe	pəʎavnɨ	pəʎtnɨ	puːˀɡə	bi͡ɛɡːɑt	puɑˑʃ	ufaˑms	xyɐrsɐ~xyɐrkujsʲɐ	tuːlːɑ	puwitɪ	woːtuŋkʷʲe	piɛɡkɑh	purqa	tuːltɑ~pʊhɑldʊɑ	piəɡɡɐd	pɨɛkːɛdh	xeːjɑrʦʲ	pelːʲɑsʲkɨnɨ	dœltɑ~pʊhʊdɑ
BLOW_(WITH_MOUTH)	puvams	puhumɑ	pʊhɑltɑː	pɛsɡuɕʲ	ɯfɯlæʃ	fuːj	posːoːð	poasːe~poasːle	pəʎavnɨ	pəʎtnɨ	puːˀɡə	bɔsːu͡ɔt	puɑlɑˑʃ	ufaˑms		pʊhʊɔ	poɬtɪ	lɪlɪəppuwluŋkʷʲe	pɔsːʊh~piɛɡkɑh	pulɨqa	pʊhʊɔ	pɔːsːɒd~piəɡɡɐd	pɔsːudh	pupəsʲ	pelʲtɨnɨ	pʊhʊdɑ
BLUE	seɲ	sʲinʲinʲe	sininɛn	ɕudraha	simsɯ	keːk	ʧuovjɐd	aʎeç	ɫəz	ɫəz	siɲːi	ɑlɛk~lɑhːtɛ	kɑˑnde	sʲeɲem	ŋindiɐʔsɨə	sinini	rɪχwostɪ	atɪrχari	ɑlih	norʲaj	sininɛ	ɐːlʲic͡ç	pʰlɑːβɛ	tənzʲiɲeːnɑ~tənzʲeːrtənɑ	lɨz	sininɛ
BLUNT	noʃka	nyri	tʏlsæ	nadɕiza	nɯʃkɯ	tompɒ~eːlɛtlɛn	tulʦːe	mʲeːreɕ	nɨʒ	nɨʒ	tɨːlzɑ	jɔbːɛ	tokmɑˑk	noʃka	tɨɐməː~ŋɐc͡çeɡɐimtyo	tylʧːæ		ɲas	ne̯ærɑs~pɑstːɔhe̯æpme	øŋkɨtɨj	tʏlʧʏ	miarːʲɛs	pæːnɛhʦ	tɨnxɑ	nɨʒ	tʏlʲʦ
BOARD	laz	sɑelɑud̥	lɑwtɑ	ɫata	xɑŋɡɑ	dɛskɒ	lyevdi	lajːt	pəv	pəv	dɛːʎ	fi͡ɛlːu͡ɔ	oŋɑˑ	lavʦʲa	loxʷɐ	lɑʊtɑ	soχaɬ	paːrt~sɤːmɪlpaːrt	laːvti	tøntɨpo	lɑʊdʊ	luvʲdːʲɘ	feælːuʌ	lɑtɑ	pul	lɑʊd
BOAST	ʃnamsprʲa	hoːplʲemɑ	kɛrskɑi̯lːɑ	kʲɛrtapuhuzsɔjzaanbazʲɛʧʲ	xɑjzɑʃ~ʃɑrɣɑlɑnɑʃ	diʧɛksik	rɑmɐʧːɐtːɐð	kuarkte	oʃʃaɕnɨ	oʃjɨɕnɨ	suːrslə	ɡu͡ɔɑrsːʊdit	moktɑnɑˑʃ	ʃnaˑftomsprʲaˑ	ŋənurusɐ	hɑsiɛ~vɔhɛltʊɑ	iʃkasʲtɪ	ɤːsːɪɣχatuŋkʷʲe	raːbmɔh	somarsɨmpɨqa	lœʏxkiæ	kuarɡːəːtːɐd	kirmɛdh	poːsɑnəsʲ	uʃjɑsʲkɨnɨ	kitːæs
BOAT	venʨ	pɑːt	ʋɛnɛ	ɔddu	pəʃ	ʧoːnɒk	voːnɐs~kæːrbis	vens	pɨʒ	pɨʒ	lɔːjɑ~vɛniː	vɑnas~vɑnːʦɑ	puʃ	vʲeɲeʒ	ŋənduj	vɛnɛh	χop	χaːp	fɑnɑs	antɨ~alako	vɛnɛh	vəːnɐs	βɨnhʦɛ	ŋɑnoː	pɨʒ~lodkɑ	vɛnɛh
BODY	runɡo	ihu~kehɑ	kɛhɔ~ruːmis	aja	moŋɡər	tɛʃt	ruːmɐʃ	lɨɕːk~roaŋːjk	vɨvtɨr	tuʃɑ~vɨvtɨr	kɛjɑː	rʊmaj	kɑp	roˑnɡa~poˑnda	sʲɐxɨ	rʊŋkɔ	əɬ	alpi	rʊmɑʃ	kæpɨ	rʊŋːʊ	rɔpːʲɘ	kʰroɒhpɛ	ŋɑjɑ	muɡor~vɨltɨr	hibj
BOIL_(OF_LIQUID)	lakams~piksʲems	keːmɑ	kiɛ̯hʊɑ	ɫahɔdaɡuɕʲ	ʃolɑʃ	forː	tuoldɐð	tuːlːte	piʑnɨ	punɨ	kiːɛdə	dʊu͡ɔlːdɑt	ʃolɑˑʃ	lakams	muɲdʲesɐ	kiɛhʊɔ	kawartɪ	paːjtaχtuŋkʷʲe	tʊ̯ɔltɑh	muʃɨqa	kiɛhʊɔ	tuəldːɐd	tuʌltɛdh	loːxoːmbəsʲ	pʌzʲɨnɨ	kɛhʊdɑ
BOIL_(SOMETHING)	pidʲems	keːtmɑ	kɛi̯tːæː	pirʲɛɡuɕʲ	ʃoltɑʃ	føːz	vuoʃːɐð	kɨpːte	punɨ	punɨ	kiːɛtə	vʊu͡ɔsːjɑt~dʊu͡ɔlːdadit	ʃoltɑˑʃ	pidʲems	xirʲitəsɨ	kɛitːyæ	kawarttɪ	paːjtuŋkʷʲe	vʊ̯ɔʃʲʃɑh	muʃɨrɨqa	kɛitːiæ	c͡çɛtːʲɛd	βuʌsːjɛdh	pʲirʲeːsʲ	pʌzʲtɨnɨ	kɛitːɑ
BONE	pakarʲ	luː	luː	ɫɨzi	lu	ʧont	tæhti	taːxːt~taːfːt	koska	ɫɨ	luː	daktɛ	lu	pakarʲ	lɐtəː	luː	ɬow	luw	taːkti	læ	luː	taxʲtːʲɘ	moɒra~moɒruʌ	lɨ	lɨ	lʊ
BOOK	kɲiɡa	rɑːmɑt	kirjɑ	kniɡa	kniɣæ	køɲv	kirje	kɨrːj	kɲiɡa	ɲebəɡ	rɔːntɨz	ɡirjːɛ	knʲiɡɑˑ	kɲiɡa	kɲiɡɐ	kirjɑ	kniɣa~ɬuŋattinəpek	kniːɣa~nəpak	kirji	kɲiɡa	kniːɡʊ	c͡çɛrʲʝːʲɘ	kærja	kɲiɡɑ	kɲiɡɑ	kirj
BOOT	kem	sɑːb̥ɑs	sɑːpɑs	sabɔɡi	kem	ʧizmɒ	steːvːil	saːxːpe	sapoɡ	sɑpəɡ	sɔːpkɨz	sti͡ɛbil	kem	kaˑmʲe	c͡çɐrkiː	sʊɑpːʊɑ	sopek	soːpak	saːhpis~saːpːɑh	sʲapʲak	kɛŋːʏ~sʊɑpːɑi	sɒpːʲi	steːblɛɡɛ	xutɨ	sɑpeɡ	sɑpʊɡ
BORDER	bujentʲeʃks	piːr	rɑjɑ		pɯsmæn	hɒtaːr	ræːji	reːvːn	ɡraɲiʦa	su~sujər	ɛʒɑː~rubiːʒ	raʤa~mi͡ɛrːɛ	ɡrɑnʲiˑʦɑ	jotkajan	xʷoj	rɑjɑ	ɣraniʦa	ɣraniʦa	raːcːi	ɡraɲitsa	rɑjɑ	rɒːʝːɐ	rɑːjuʌ	ɡrɑɲiʦɑ	kunɡoʒ	rœʊn
