Gloss	Erzya	Estonian	Finnish	Hungarian	Inari Saami	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Pite Saami	Proto-Uralic	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Ume Saami	Veps	Votic	Võro
HUNT_289-k				vɒdaːsik																							
HUNT_289-l								kəɳʧil					kinsi														
HUNT_289-m																			suːrəməj								
HUNT_289-n																											
HUNT_289-o									miehʦʲ																		
HUNT_289-p																											
HUNT_289-q																											
HUNT_289-r																											
HUNT_289-s						jɑhti									bɑsudʲɑ											jɑhtiˑ menemæ	
HUSBAND_145-a		meːs	mie̞s			meːz																				meːz	
HUSBAND_145-b																											
HUSBAND_145-c																											
HUSBAND_145-d																											
HUSBAND_145-e									kuːjː																		
HUSBAND_145-f	mirʲdʲe																										
HUSBAND_145-g														mɑrij													
HUSBAND_145-h											verɤs																
HUSBAND_145-i																							kɑrt				
HUSBAND_145-j				feːrʝ																							
HUSBAND_145-k								ku					χum		kuədʲumu												
HUSBAND_145-l										ɑjkɑ																	
HUSBAND_145-m																											
HUSBAND_145-n																			tipi								
HUSBAND_145-o																											
HUSBAND_145-p																											
HUSBAND_145-q										ʒɤnik																	
HUSBAND_145-r										muʒik																	
HUSBAND_145-s													oːjkɑ														
HUSBAND_145-t																											
HUSBAND_145-u															bəbə ʧərə												
ICE_287-a	ej	jæː	jæː	jeːɡ		jæː		jøŋk	iːŋː	jɯ	jɯ		jɑːŋk	ij									jɤ			jæː	
ICE_287-b																			uːlqo								
ICE_287-c																											
ICE_287-d															sɯr												
IF_146-a			jo̞s			joz																					
IF_146-b																											
IF_146-c		kui		hɒ					kɒːle	kɤ	kɤ			ɣə̠n									ke			ku	
IF_146-d	budʲi																										
IF_146-e													eːrt														
IF_146-g																			qɑtɑ								
IN_98-a									sɨzʲn																		
IN_98-b																										syæmez	
IN_98-c	poʦo																										
IN_98-d													kiwərt	kørɣə̠ʃtø													
IN_98-e										pɯʧkɯn	pɯʧkɯn								puːʧə				puʃkɯn				
IN_98-g																											
IN_98-h	ejse																										
IN_98-i																			ɕynʨə								
IN_98-j		seːs				sizez																					
IN_98-k															kunsɯ												
I_14-a	mon	mɑ	minæ	eːn		miæ		mæ	munː	me	me		ɑm	mə̠j	mənə				mɑn				mon			miæ	
KEEP_304-a		pitɑtɑ	pit̪æː																								
KEEP_304-b																											
KEEP_304-c		hoitɑ																									
KEEP_304-d																											
KEEP_304-e																											
KEEP_304-f	kirdʲems																										
KEEP_304-g											kutnɯ			kuʧem													
KEEP_304-h				tɒrt																							
KEEP_304-i																							voʑɯnɯ				
KEEP_304-j																											
KEEP_304-k																			orɑlpi								
KEEP_304-l																			uə̠rə								
KEEP_304-m									ruːkne																		
KEEP_304-n								tɑ̆jɑ																			
KEEP_304-o										viʥnɯ																	
KEEP_304-p													tɑkti														
KEEP_304-q															huɑnulusɑ												
KEEP_304-r															kəmyðyɕɑ												
KILL_147-a		tɑpːɑ	t̪ɑpːɑː																							tɑpːɤmɑ	
KILL_147-b																											
KILL_147-c									kɒːnːʲte																		
KILL_147-d																											
KILL_147-e	mɑʃtoms																										
KILL_147-f	ʧɑvoms																										
KILL_147-g														puʃtɑm													
KILL_147-h											kulɤdnɯ				kotudʲɑ				quə̠t								
KILL_147-i				øl				wel		vijnɯ	vijnɯ		ɑli										viɯnɯ				
KILL_147-k						surmɑd̥ɑ																				surmɑmɑ	
KILL_147-l																											
KNEE_60-a	kumɑʒɑ	pɤlv	po̞lʋi			polvi			puːvːl					pulβuj	həɑɡɑj				puːlə							pɤlvi	
KNEE_60-b																											
KNEE_60-c										piʥɤs	piʥɤs												pɯdʲes				
KNEE_60-d				teːrd																							
KNEE_60-e								ʧæɳʧ					sɑːns														
KNEE_60-f																											
KNOW (SOMETHING)_58-a		teɑtɑ	tie̯tæː			tiːtæː			tiːdːe																	tæːtemæ	
KNOW (SOMETHING)_58-b				tud					tomːte	tɤdnɯ	tɤdnɯ												tosɯnɯ			tuntɤmɑ	
KNOW (SOMETHING)_58-c																											
KNOW (SOMETHING)_58-d	sodɑms																										
KNOW (SOMETHING)_58-e														ʃiɲʧem													
KNOW (SOMETHING)_58-f											kuʒnɯ		χɑːsi														
KNOW (SOMETHING)_58-g													wɑːɣ														
KNOW (SOMETHING)_58-h								tŏŋəmt																			
KNOW (SOMETHING)_58-i															ʧənɯdʲi				tynəmə								
KNOW (SOMETHING)_58-j								onəl																			
KNOW (SOMETHING)_58-k														pɑlem													
LAKE_148-a	erʲke	jærv	jærʋi			jærvi			jaːvːʲr					jer												jærvi	
LAKE_148-b				toː						tɯ	tɯ				turku				tuː				tɯ				
LAKE_148-c													tuːr														
LAKE_148-d								emtər																			
LAUGH_63-a		nɑertɑ	nɑwrɑː			nɑɡrɑː																				nɑɡrɤmɑ	
LAUGH_63-b																											
LAUGH_63-c																											
LAUGH_63-d	pejdʲems																										
LAUGH_63-e														βoʃtə̠lɑm													
LAUGH_63-f										serɑvnɯ	ɕerɑvnɯ												ɕerekjɑnɯ				
LAUGH_63-g				nɛvɛt									muwɑli														
LAUGH_63-h								ɭɯsəɣ																			
LAUGH_63-i															hidʲiɕi				pisəj								
LAUGH_63-j																											
LAUGH_63-k	rɑkɑms																										
LAUGH_63-m									siːjːne																		
LEAF_149-a		leht	le̞çt̪i			lehti			leːsːt					lə̠ʃtɑʃ												lehto	
LEAF_149-b	lopɑ																										
LEAF_149-c											ʎis																
LEAF_149-d										kor	kor												ku ɑr				
LEAF_149-e				lɛveːl				ɭɯwət					luːptɑ														
LEAF_149-f																											
LEAF_149-g																			ʨɑːpə								
LEAF_149-h																											
LEAF_149-i															horɑðiɑj												
LEAVE_236-a			po̞ist̪uɑ																								
LEAVE_236-b									vɨjːte																		
LEAVE_236-c		lɑhkutɑ												lektɑm													
LEAVE_236-d																											
LEAVE_236-e	ʎiɕems																										
LEAVE_236-f	tujems																										
LEAVE_236-g										petnɯ	petnɯ																
LEAVE_236-h				kimɛɟ						munːɯ			χotmini														
LEAVE_236-i				taːvozik																							
LEAVE_236-j																							koʃkɯnɯ				
LEAVE_236-k								ɭœkən																			
LEAVE_236-l																											
LEAVE_236-m																											
LEAVE_236-n															ŋonsɯdʲi												
LEAVE_236-o																											
LEFT_65-a		vɑsɑk	ʋɑse̞n												bətiə				kuə̠ti~kuə̠ti								
LEFT_65-b																											
LEFT_65-c						kurɑ																				kurɑ	
LEFT_65-d									ʧinʧ																		
LEFT_65-e	kerʃ																										
LEFT_65-f														ʃolɑ													
LEFT_65-g										ʃuʎɡɑ	ʃujɡɑ																
LEFT_65-h																							pɑʎːɑn				
LEFT_65-i				bɒl																							
LEFT_65-j													woːrtipɑl														
LEFT_65-k								pəɣi																			
LEFT_65-l																											
LEFT_65-m																										pɑhɤp	
LEFT_65-n																											
LEG_38-a		jɑlk	jɑlkɑ			jɑlɡ̊ɑ			juːlːʲk					jol												jɑlk	
LEG_38-b	piʎɡe																										
LEG_38-c										kok	kok												kuk				
LEG_38-e													lɑːɣəl														
LEG_38-f								kø̆r																			
LEG_38-g															ŋoj												
LEG_38-h																			topə								
LEG_38-i																							pɯd				
LEG_38-j																										koip	
LEND_244-a																											
LEND_244-b																											
LEND_244-c																											
LEND_244-d																											
LEND_244-e	mɑksoms pɑndomɡɑ																										
LEND_244-f										oʥɤstnɯ	uʤdɯnɯ																
LEND_244-h														kysə̠n puem													
LEND_244-i																			səjmi								
LEND_244-j																											
LEND_244-k									laːjnse																		
LEND_244-l			lɑinɑt̪ɑ																								
LIE DOWN_150-a			mɑːt̪ɑ																								
LIE DOWN_150-b																											
LIE DOWN_150-c		lɑmɑtɑ																								lɑmɑmɑ	
LIE DOWN_150-d																											
LIE DOWN_150-e																											
LIE DOWN_150-f																											
LIE DOWN_150-g	mɑdʲeʑ ɑʃtʲems																										
LIE DOWN_150-h										kujlɯnɯ	kujlɯnɯ		χoji	kijem									kɯʎːɯnɯ				
LIE DOWN_150-i				fɛksik																							
LIE DOWN_150-j								ɑ̆lɑ																			
LIE DOWN_150-k																											
LIE DOWN_150-l																			ipːi								
LIE DOWN_150-m									luvːe																		
LIE DOWN_150-n																											
LIE DOWN_150-o																										leʒimæ	
LIE DOWN_150-p															toɲdʲiɑjʧisɯ												
LIFT_214-a		tɤstːɑ	no̞st̪ɑː			nostɑː																				nɤsːɤːmɑ	
LIFT_214-b																											
LIFT_214-c																			qɑːqəl								
LIFT_214-d																											
LIFT_214-e									pajnelːe																		
LIFT_214-f																											
LIFT_214-g																											
LIFT_214-h	kepedʲems																										
LIFT_214-i								æləm					ɑːlmi		dʲilədʲi~dʲilədʲi												
LIFT_214-j														nə̠ltem													
LIFT_214-k																							ʤutɯnɯ				
LIFT_214-l										lebtɯnɯ	leptɯnɯ																
LIGHT (IGNITE)_223-a		syːtɑtːɑ	syt̪yt̪ːæː			syd̥ytːæː																				sytːemæ	
LIGHT (IGNITE)_223-b	verʲɡedʲems					viritːæː																					
LIGHT (IGNITE)_223-c																											
LIGHT (IGNITE)_223-d									puelːʲte																	pɤlɤtːɑmɑ	
LIGHT (IGNITE)_223-e																											
LIGHT (IGNITE)_223-f	kirvɑstʲems																										
LIGHT (IGNITE)_223-g											pestɯnɯ																
LIGHT (IGNITE)_223-h											lomʑɤdnɯ																
LIGHT (IGNITE)_223-i											biɑɕnɯ																
LIGHT (IGNITE)_223-k														ə̠lə̠ʃtem													
LIGHT (IGNITE)_223-l														piʒə̠ktem													
LIGHT (IGNITE)_223-m																							sutiɕkɯnɯ				
LIGHT (IGNITE)_223-n																							ɑrɑtɯnɯ				
LIGHT (IGNITE)_223-o													peːlɑmti														
LIGHT (IGNITE)_223-p													kosɑmti														
LIGHT (IGNITE)_223-q																											
LIGHT (IGNITE)_223-r																			ʨɑːtə								
LIGHT (IGNITE)_223-s								wətʲəɣtə																			
LIGHT (IGNITE)_223-t										ɤztɯnɯ																	
LIGHT (IGNITE)_223-u															torəðusɑ												
LIVER_67-a	mɑkso	mɑks	mɑksɑ	maːj		mɑksɑ		muɣəl		mus	mus		mɑːjt	mokʃ	mitə				mɯːtə				mus			mɑhs	
LIVER_67-b									vuːjvas																		
LIVER_67-c																											
LIVER_67-d																										peʧoŋk	
LONG_79-a		pikː	pit̪kæ			pitki																				pitʧ	
LONG_79-b	kuvɑkɑ							koχ	kukʲesʲ																		
LONG_79-c				hosːuː						kuʑ	kuʑ		χosɑ	kuʒu									kuʑ				
LONG_79-d																			ʨumpu								
LONG_79-f															kunt ɡu												
LOSE_235-a		kɑotːɑtɑ	kɑdo̞t̪ːɑː						kaːdxe																		
LOSE_235-b			hæʋit̪ːæː			hævitːæː																					
LOSE_235-c																											
LOSE_235-d																											
LOSE_235-e																											
LOSE_235-f	jomɑvtoms													jomðɑrem													
LOSE_235-g										ɤʃtɯnɯ	voʃtɯnɯ												ɯʃtɯnɯ				
LOSE_235-i													χoltilɑːli														
LOSE_235-j																											
LOSE_235-k																			yrupʧə								
LOSE_235-l								joχɑt																			
LOSE_235-m																											
LOSE_235-n						huɡ̊ɑd̥ɑ																					
LOSE_235-o													uːsti														
LOSE_235-q															dʲusɑ												
LOUD_255-a		kɣvɑ																									
LOUD_255-b																											
LOUD_255-c																											
LOUD_255-d																											
LOUD_255-e																											
LOUD_255-f																											
LOUD_255-g																											
LOUD_255-h										ɡorɑ	ɡorɑ																
LOUD_255-i				hɒŋɡoʃ																							
LOUD_255-j														tɑle													
LOUD_255-k													turiŋ														
LOUD_255-l													sujən														
LOUD_255-m									iɲːesʲ																		
LOUD_255-n						kuːluvɑ																					
LOUD_255-o																										vɑʎːu	
LOUD_255-p															ŋirminsəkə												
LOUSE_15-a		tæi	t̪æi	tɛtyː		tæi		tøɣtəm	tɨhkʲ	toj	toj		tɑːkəm	tij									tej			tæi	
LOUSE_15-b	eʎi																										
LOUSE_15-c																											
LOUSE_15-d																			unʧu								
LUNG_299-a			ke̞uxko̞t̪			kouhkut			kiehpʲnesː																		
LUNG_299-b	tʲeveʎɑv			tydøː							tɯ				ʧəiɲdʲə								tɯ				
LUNG_299-c		kopːsut																								kopsɤd̥	
LUNG_299-d													χoːpsi														
LUNG_299-e	meʎke																										
LUNG_299-f														ʃoðo													
LUNG_299-g								tɑ̆rɣət																			
LUNG_299-h										ʎoɡko																	
MANY_152-a			mo̞ni			moni																				mɤni	
MANY_152-b			use̞ɑ																								
MANY_152-c																											
MANY_152-d		mitːu																									
MANY_152-e		pɑljut																									
MANY_152-f									jeːnːe																		
MANY_152-g																											
MANY_152-h																											
MANY_152-i	lɑmo																										
MANY_152-j														ʃuko													
MANY_152-k										unɑ	unɑ																
MANY_152-l														jɑtə̠r													
MANY_152-m				ʃok									sɑːw														
MANY_152-n																							tros				
MANY_152-o								ær~ær																			
MANY_152-p															ŋuŋkəɡə												
MANY_152-q																			koʨːə								
MANY_152-r																											
MANY_152-s																											
MAN_253-a		meːs	mie̞s			meːz																				meːz	
MAN_253-b																											
MAN_253-c									ɒːlmolma																		
MAN_253-d																											
